MODEL_AST_12_1;Supermarine Spitfire Mk.IX;Supermarine Spitfire Mk.IX;Supermarine Spitfire Mk.IX;Supermarine Spitfire Mk.IX;Supermarine Spitfire Mk.IX;Supermarine Spitfire Mk.IX;;;;;X
MODEL_AST_12_2;CAC CA-15 Kangaroo;CAC CA-15 Kangaroo;CAC CA-15 Kangaroo;CAC CA-15 Kangaroo;CAC CA-15 Kangaroo;CAC CA-15 Kangaroo;;;;;X
MODEL_AST_12_3;Gloster Meteor Mk.III;Gloster Meteor Mk.III;Gloster Meteor Mk.III;Gloster Meteor Mk.III;Gloster Meteor Mk.III;Gloster Meteor Mk.III;;;;;X
MODEL_AST_12_4;Gloster Meteor F.8;Gloster Meteor F.8;Gloster Meteor F.8;Gloster Meteor F.8;Gloster Meteor F.8;Gloster Meteor F.8;;;;;X
MODEL_AST_13_0;Hawker Demon;Hawker Demon;Hawker Demon;Hawker Demon;Hawker Demon;Hawker Demon;;;;;X
MODEL_AST_13_1;Hawker Hurricane Mk.I;Hawker Hurricane Mk.I;Hawker Hurricane Mk.I;Hawker Hurricane Mk.I;Hawker Hurricane Mk.I;Hawker Hurricane Mk.I;;;;;X
MODEL_AST_13_2;Hawker Hurricane Mk.II;Hawker Hurricane Mk.II;Hawker Hurricane Mk.II;Hawker Hurricane Mk.II;Hawker Hurricane Mk.II;Hawker Hurricane Mk.II;;;;;X
MODEL_AST_13_3;CAC CA-12 Boomerang;CAC CA-12 Boomerang;CAC CA-12 Boomerang;CAC CA-12 Boomerang;CAC CA-12 Boomerang;CAC CA-12 Boomerang;;;;;X
MODEL_AST_13_4;CAC CA-19 Boomerang;CAC CA-19 Boomerang;CAC CA-19 Boomerang;CAC CA-19 Boomerang;CAC CA-19 Boomerang;CAC CA-19 Boomerang;;;;;X
MODEL_AST_13_5;Hawker P.1052;Hawker P.1052;Hawker P.1052;Hawker P.1052;Hawker P.1052;Hawker P.1052;;;;;X
MODEL_AST_13_6;SARO SR.177;SARO SR.177;SARO SR.177;SARO SR.177;SARO SR.177;SARO SR.177;;;;;X
MODEL_AST_13_7;Gloster Meteor Mk.I;Gloster Meteor Mk.I;Gloster Meteor Mk.I;Gloster Meteor Mk.I;Gloster Meteor Mk.I;Gloster Meteor Mk.I;;;;;X
MODEL_AST_13_8;Commonwealth Sabre;Commonwealth Sabre;Commonwealth Sabre;Commonwealth Sabre;Commonwealth Sabre;Commonwealth Sabre;;;;;X
MODEL_AST_13_9;Dassault Mirage III;Dassault Mirage III;Dassault Mirage III;Dassault Mirage III;Dassault Mirage III;Dassault Mirage III;;;;;X
MODEL_AST_14_0;Armstrong-Whitworth Whitley;Armstrong-Whitworth Whitley;Armstrong-Whitworth Whitley;Armstrong-Whitworth Whitley;Armstrong-Whitworth Whitley;Armstrong-Whitworth Whitley;;;;;X
MODEL_AST_14_1;Consolidated B-24 Liberator;Consolidated B-24 Liberator;Consolidated B-24 Liberator;Consolidated B-24 Liberator;Consolidated B-24 Liberator;Consolidated B-24 Liberator;;;;;X
MODEL_AST_14_2;Avro Lancaster;Avro Lancaster;Avro Lancaster;Avro Lancaster;Avro Lancaster;Avro Lancaster;;;;;X
MODEL_AST_14_3;Vickers Valiant;Vickers Valiant;Vickers Valiant;Vickers Valiant;Vickers Valiant;Vickers Valiant;;;;;X
MODEL_AST_15_0;Bristol Beaufort;Bristol Beaufort;Bristol Beaufort;Bristol Beaufort;Bristol Beaufort;Bristol Beaufort;;;;;X
MODEL_AST_15_1;Handley Page Hampden;Handley Page Hampden;Handley Page Hampden;Handley Page Hampden;Handley Page Hampden;Handley Page Hampden;;;;;X
MODEL_AST_15_2;Vickers-Armstrong Wellington Mk.III;Vickers-Armstrong Wellington Mk.III;Vickers-Armstrong Wellington Mk.III;Vickers-Armstrong Wellington Mk.III;Vickers-Armstrong Wellington Mk.III;Vickers-Armstrong Wellington Mk.III;;;;;X
MODEL_AST_15_3;N.American Mitchell Mk.II;N.American Mitchell Mk.II;N.American Mitchell Mk.II;N.American Mitchell Mk.II;N.American Mitchell Mk.II;N.American Mitchell Mk.II;;;;;X
MODEL_AST_15_4;de Havilland Mosquito B.XVI;de Havilland Mosquito B.XVI;de Havilland Mosquito B.XVI;de Havilland Mosquito B.XVI;de Havilland Mosquito B.XVI;de Havilland Mosquito B.XVI;;;;;X
MODEL_AST_15_5;de Havilland Venom;de Havilland Venom;de Havilland Venom;de Havilland Venom;de Havilland Venom;de Havilland Venom;;;;;X
MODEL_AST_15_6;English Electric Canberra;English Electric Canberra;English Electric Canberra;English Electric Canberra;English Electric Canberra;English Electric Canberra;;;;;X
MODEL_AST_16_0;Lockheed Hudson;Lockheed Hudson;Lockheed Hudson;Lockheed Hudson;Lockheed Hudson;Lockheed Hudson;;;;;X
MODEL_AST_16_1;Lockheed Ventura;Lockheed Ventura;Lockheed Ventura;Lockheed Ventura;Lockheed Ventura;Lockheed Ventura;;;;;X
MODEL_AST_16_2;CAC CA-11 Woomera;CAC CA-11 Woomera;CAC CA-11 Woomera;CAC CA-11 Woomera;CAC CA-11 Woomera;CAC CA-11 Woomera;;;;;X
MODEL_AST_16_4;Lockheed P2V Neptune;Lockheed P2V Neptune;Lockheed P2V Neptune;Lockheed P2V Neptune;Lockheed P2V Neptune;Lockheed P2V Neptune;;;;;X
MODEL_AST_17_0;CAC CA-10 Wirraway;CAC CA-10 Wirraway;CAC CA-10 Wirraway;CAC CA-10 Wirraway;CAC CA-10 Wirraway;CAC CA-10 Wirraway;;;;;X
MODEL_AST_17_1;Vultee Vengeance;Vultee Vengeance;Vultee Vengeance;Vultee Vengeance;Vultee Vengeance;Vultee Vengeance;;;;;X
MODEL_AST_17_2;Bristol Beaufighter;Bristol Beaufighter;Bristol Beaufighter;Bristol Beaufighter;Bristol Beaufighter;Bristol Beaufighter;;;;;X
MODEL_AST_18_0;Armstrong-Whitworth AW.41 Albermarle;Armstrong-Whitworth AW.41 Albermarle;Armstrong-Whitworth AW.41 Albermarle;Armstrong-Whitworth AW.41 Albermarle;Armstrong-Whitworth AW.41 Albermarle;Armstrong-Whitworth AW.41 Albermarle;;;;;X
MODEL_AST_18_1;Douglas Dakota;Douglas Dakota;Douglas Dakota;Douglas Dakota;Douglas Dakota;Douglas Dakota;;;;;X
MODEL_AST_18_2;Avro 685 York;Avro 685 York;Avro 685 York;Avro 685 York;Avro 685 York;Avro 685 York;;;;;X
MODEL_AST_22_0;Caledon-class;Caledon-class;Classe Caledon;Caledon-class;Caledon-Klasse;Caledon-Klasse;;;;;x
MODEL_AST_22_1;Emerald-class;Emerald-class;Classe Emerald;Emerald-class;Emerald-Klasse;Emerald-Klasse;;;;;x
MODEL_AST_22_2;Amphion-class;Amphion-class;Classe Amphion;Amphion-class;Amphion-Klasse;Amphion-Klasse;;;;;x
MODEL_AST_22_3;Southampton-class;Southampton-class;Classe Southampton;Southampton-class;Southampton-Klasse;Southampton-Klasse;;;;;x
MODEL_AST_22_4;Swiftsure-class;Swiftsure-class;Classe Swiftsure;Swiftsure-class;Swiftsure-Klasse;Swiftsure-Klasse;;;;;x
MODEL_AST_23_1;Australia-class;Australia-class;Classe Australia;Australia-class;Australia-Klasse;Australia-Klasse;;;;;x
MODEL_AST_23_2;Surrey-class;Surrey-class;Classe Surrey;Surrey-class;Surrey-Klasse;Surrey-Klasse;;;;;x
MODEL_AST_25_0;V-class;V-class;Classe V;V-class;V-Klasse;V-Klasse;;;;;x
MODEL_AST_25_1;A-class;A-class;Classe A;A-class;A-Klasse;A-Klasse;;;;;x
MODEL_AST_25_2;Arunta-class;Arunta-class;Classe Arunta;Arunta-class;Arunta-Klasse;Arunta-Klasse;;;;;x
MODEL_AST_25_3;Anzac-class;Anzac-class;Classe Anzac;Anzac-class;Anzac-Klasse;Anzac-Klasse;;;;;x
MODEL_AST_25_4;Voyager-class;Voyager-class;Classe Voyager;Voyager-class;Voyager-Klasse;Voyager-Klasse;;;;;x
MODEL_AST_25_5;Perth-class;Perth-class;Classe Perth;Perth-class;Perth-Klasse;Perth-Klasse;;;;;x
MODEL_AST_26_0;Hermes-class;Hermes-class;Classe Hermes;Hermes-class;Hermes-Klasse;Hermes-Klasse;;;;;x
MODEL_AST_26_1;Melbourne-class;Melbourne-class;Classe Melbourne;Melbourne-class;Melbourne-Klasse;Melbourne-Klasse;;;;;x
MODEL_AST_27_0;Hermes-class;Hermes-class;Classe Hermes;Hermes-class;Hermes-Klasse;Hermes-Klasse;;;;;x
MODEL_AST_27_1;Eagle-class;Eagle-class;Classe Eagle;Eagle-class;Eagle-Klasse;Eagle-Klasse;;;;;x
MODEL_AST_27_2;Unicorn-class;Unicorn-class;Classe Unicorn;Unicorn-class;Unicorn-Klasse;Unicorn-Klasse;;;;;x
MODEL_AST_27_3;Melbourne-class;Melbourne-class;Classe Melbourne;Melbourne-class;Melbourne-Klasse;Melbourne-Klasse;;;;;x
MODEL_AST_27_4;Centaur-class;Centaur-class;Classe Centaur;Centaur-class;Centaur-class;Centaur-class;;;;;x
MODEL_AST_27_5;Invincible-class;Invincible-class;Classe Invincible;Invincible-class;Invincible-class;Invincible-class;;;;;x
MODEL_AST_28_0;H-boat-class;H-boat-class;Classe H-boat;H-boat-class;H-boat-Klasse;H-boat-Klasse;;;;;x
MODEL_AST_28_1;Swordfish-class;Swordfish-class;Classe Swordfish;Swordfish-class;Swordfish-Klasse;Swordfish-Klasse;;;;;x
MODEL_AST_28_2;Triton-class;Triton-class;Classe Triton;Triton-class;Triton-Klasse;Triton-Klasse;;;;;x
MODEL_AST_28_3;A-boat-class;A-boat-class;Classe A-boat;A-boat-class;A-boat-Klasse;A-boat-Klasse;;;;;x
MODEL_AST_28_5;Oxley-class;Oxley-class;Classe Oxley;Oxley-class;Oxley-Klasse;Oxley-Klasse;;;;;x
MODEL_AUS_4_0;CV-35;CV-35;CV-35;CV-35;CV-35;CV-35;;;;;X
MODEL_AUS_4_1;LT vz. 35;LT vz. 35;LT vz. 35;LT vz. 35;LT vz. 35;LT vz. 35;;;;;X
MODEL_AUS_4_2;Landsverk L-60;Landsverk L-60;Landsverk L-60;Landsverk L-60;Landsverk L-60;Landsverk L-60;;;;;X
MODEL_AUS_5_0;Sturmpanzerwagen A7V;Sturmpanzerwagen A7V;Sturmpanzerwagen A7V;Sturmpanzerwagen A7V;Sturmpanzerwagen A7V;Sturmpanzerwagen A7V;;;;;X
MODEL_AUS_5_1;Landsverk L-61;Landsverk L-61;Landsverk L-61;Landsverk L-61;Landsverk L-61;Landsverk L-61;;;;;X
MODEL_AUS_5_2;Skoda SP-III;Skoda SP-III;Skoda SP-III;Skoda SP-III;Skoda SP-III;Skoda SP-III;;;;;X
MODEL_AUS_5_3;PzKpfw.IV;PzKpfw.IV;PzKpfw.IV;PzKpfw.IV;PzKpfw.IV;PzKpfw.IV;;;;;X
MODEL_AUS_5_4;PzKpfw.V Panther;PzKpfw.V Panther;PzKpfw.V Panther;PzKpfw.V Panther;PzKpfw.V Panther;PzKpfw.V Panther;;;;;X
MODEL_AUS_5_5;PzKpfw.VF Panther II;PzKpfw.VF Panther II;PzKpfw.VF Panther II;PzKpfw.VF Panther II;PzKpfw.VF Panther II;PzKpfw.VF Panther II;;;;;X
MODEL_AUS_5_6;E-50 Standardpanzer;E-50 Standardpanzer;E-50 Standardpanzer;E-50 Standardpanzer;E-50 Standardpanzer;E-50 Standardpanzer;;;;;X
MODEL_AUS_5_7;SK105 Kurussier;SK105 Kurussier;SK105 Kurussier;SK105 Kurussier;SK105 Kurussier;SK105 Kurussier;;;;;X
MODEL_AUS_13_0;Fiat CR.32 Freccia;Fiat CR.32 Freccia;Fiat CR.32 Freccia;Fiat CR.32 Freccia;Fiat CR.32 Freccia;Fiat CR.32 Freccia;;;;;X
MODEL_AUS_15_0;Junkers Ju-86;Junkers Ju-86;Junkers Ju-86;Junkers Ju-86;Junkers Ju-86;Junkers Ju-86;;;;;X
MODEL_AUS_16_0;Caproni Ca.111;Caproni Ca.111;Caproni Ca.111;Caproni Ca.111;Caproni Ca.111;Caproni Ca.111;;;;;X
MODEL_AUS_17_0;Breda Ba.28;Breda Ba.28;Breda Ba.28;Breda Ba.28;Breda Ba.28;Breda Ba.28;;;;;X
MODEL_AUS_18_0;Caproni Ca.133;Caproni Ca.133;Caproni Ca.133;Caproni Ca.133;Caproni Ca.133;Caproni Ca.133;;;;;X
MODEL_BEL_4_0;Carden-Loyd M1933;Carden-Loyd M1933;Carden-Loyd M1933;Carden-Loyd M1933;Carden-Loyd M1933;Carden-Loyd M1933;;;;;X
MODEL_BEL_4_1;T-13;T-13;T-13;T-13;T-13;T-13;;;;;X
MODEL_BEL_4_2;ACG-1;ACG-1;ACG-1;ACG-1;ACG-1;ACG-1;;;;;X
MODEL_BEL_5_0;Renault FT-17;Renault FT-17;Renault FT-17;Renault FT-17;Renault FT-17;Renault FT-17;;;;;X
MODEL_BEL_5_1;Renault R35;Renault R35;Renault R35;Renault R35;Renault R35;Renault R35;;;;;X
MODEL_BEL_5_2;Mk.VI A15 Crusader;Mk.VI A15 Crusader;Mk.VI A15 Crusader;Mk.VI A15 Crusader;Mk.VI A15 Crusader;Mk.VI A15 Crusader;;;;;X
MODEL_BEL_5_3;M4A1 Sherman;M4A1 Sherman;M4A1 Sherman;M4A1 Sherman;M4A1 Sherman;M4A1 Sherman;;;;;X
MODEL_BEL_5_4;M4/E8 Sherman;M4/E8 Sherman;M4/E8 Sherman;M4/E8 Sherman;M4/E8 Sherman;M4/E8 Sherman;;;;;X
MODEL_BEL_5_5;M26 Pershing;M26 Pershing;M26 Pershing;M26 Pershing;M26 Pershing;M26 Pershing;;;;;X
MODEL_BEL_13_0;SABCA Fox VI;SABCA Fox VI;SABCA Fox VI;SABCA Fox VI;SABCA Fox VI;SABCA Fox VI;;;;;X
MODEL_BEL_13_1;Renard R.36;Renard R.36;Renard R.36;Renard R.36;Renard R.36;Renard R.36;;;;;X
MODEL_BEL_13_2;Renard R-40;Renard R-40;Renard R-40;Renard R-40;Renard R-40;Renard R-40;;;;;X
MODEL_BEL_16_0;SABCA S.47;SABCA S.47;SABCA S.47;SABCA S.47;SABCA S.47;SABCA S.47;;;;;X
MODEL_BEL_17_0;SABCA Battle;SABCA Battle;SABCA Battle;SABCA Battle;SABCA Battle;SABCA Battle;;;;;X
MODEL_BOL_4_0;CV-33;CV-33;CV-33;CV-33;CV-33;CV-33;;;;;X
MODEL_BOL_4_1;M2A4;M2A4;M2A4;M2A4;M2A4;M2A4;;;;;X
MODEL_BOL_4_2;M5 Stuart;M5 Stuart;M5 Stuart;M5 Stuart;M5 Stuart;M5 Stuart;;;;;X
MODEL_BOL_5_0;Renault FT-17;Renault FT-17;Renault FT-17;Renault FT-17;Renault FT-17;Renault FT-17;;;;;X
MODEL_BOL_5_1;Vickers Mk.E;Vickers Mk.E;Vickers Mk.E;Vickers Mk.E;Vickers Mk.E;Vickers Mk.E;;;;;X
MODEL_BOL_5_2;M3 Lee;M3 Lee;M3 Lee;M3 Lee;M3 Lee;M3 Lee;;;;;X
MODEL_BOL_5_3;M4A1 Sherman;M4A1 Sherman;M4A1 Sherman;M4A1 Sherman;M4A1 Sherman;M4A1 Sherman;;;;;X
MODEL_BOL_5_4;M4/E8 Sherman;M4/E8 Sherman;M4/E8 Sherman;M4/E8 Sherman;M4/E8 Sherman;M4/E8 Sherman;;;;;X
MODEL_BOL_5_5;M26 Pershing;M26 Pershing;M26 Pershing;M26 Pershing;M26 Pershing;M26 Pershing;;;;;X
MODEL_BOL_13_0;Curtiss Hawk II;Curtiss Hawk II;Curtiss Hawk II;Curtiss Hawk II;Curtiss Hawk II;Curtiss Hawk II;;;;;X
MODEL_BOL_15_0;Junkers Ju-86;Junkers Ju-86;Junkers Ju-86;Junkers Ju-86;Junkers Ju-86;Junkers Ju-86;;;;;X
MODEL_BRA_4_0;CV-33;CV-33;CV-33;CV-33;CV-33;CV-33;;;;;X
MODEL_BRA_4_1;M2A4;M2A4;M2A4;M2A4;M2A4;M2A4;;;;;X
MODEL_BRA_4_2;M5 Stuart;M5 Stuart;M5 Stuart;M5 Stuart;M5 Stuart;M5 Stuart;;;;;X
MODEL_BRA_5_0;Renault FT-17;Renault FT-17;Renault FT-17;Renault FT-17;Renault FT-17;Renault FT-17;;;;;X
MODEL_BRA_5_1;Vickers Mk.E;Vickers Mk.E;Vickers Mk.E;Vickers Mk.E;Vickers Mk.E;Vickers Mk.E;;;;;X
MODEL_BRA_5_2;M3 Lee;M3 Lee;M3 Lee;M3 Lee;M3 Lee;M3 Lee;;;;;X
MODEL_BRA_5_3;M4A1 Sherman;M4A1 Sherman;M4A1 Sherman;M4A1 Sherman;M4A1 Sherman;M4A1 Sherman;;;;;X
MODEL_BRA_5_4;M4/E8 Sherman;M4/E8 Sherman;M4/E8 Sherman;M4/E8 Sherman;M4/E8 Sherman;M4/E8 Sherman;;;;;X
MODEL_BRA_5_5;M26 Pershing;M26 Pershing;M26 Pershing;M26 Pershing;M26 Pershing;M26 Pershing;;;;;X
MODEL_BRA_12_0;Curtiss Kittyhawk;Curtiss Kittyhawk;Curtiss Kittyhawk;Curtiss Kittyhawk;Curtiss Kittyhawk;Curtiss Kittyhawk;;;;;X
MODEL_BRA_12_1;Republic P-47D Thunderbolt;Republic P-47D Thunderbolt;Republic P-47D Thunderbolt;Republic P-47D Thunderbolt;Republic P-47D Thunderbolt;Republic P-47D Thunderbolt;;;;;X
MODEL_BRA_13_0;Boeing P-12;Boeing P-12;Boeing P-12;Boeing P-12;Boeing P-12;Boeing P-12;;;;;X
MODEL_BRA_13_1;Curtiss P-36;Curtiss P-36;Curtiss P-36;Curtiss P-36;Curtiss P-36;Curtiss P-36;;;;;X
MODEL_BRA_13_2;Curtiss Tomhawk;Curtiss Tomhawk;Curtiss Tomhawk;Curtiss Tomhawk;Curtiss Tomhawk;Curtiss Tomhawk;;;;;X
MODEL_BRA_15_0;Boeing B-18A Bolo;Boeing B-18A Bolo;Boeing B-18A Bolo;Boeing B-18A Bolo;Boeing B-18A Bolo;Boeing B-18A Bolo;;;;;X
MODEL_BRA_15_3;Boeing B-25D Mitchell;Boeing B-25D Mitchell;Boeing B-25D Mitchell;Boeing B-25D Mitchell;Boeing B-25D Mitchell;Boeing B-25D Mitchell;;;;;X
MODEL_BRA_15_4;Boeing B-25J Mitchell;Boeing B-25J Mitchell;Boeing B-25J Mitchell;Boeing B-25J Mitchell;Boeing B-25J Mitchell;Boeing B-25J Mitchell;;;;;X
MODEL_BRA_16_0;Lockheed Hudson;Lockheed Hudson;Lockheed Hudson;Lockheed Hudson;Lockheed Hudson;Lockheed Hudson;;;;;X
MODEL_BRA_16_1;Lockheed Ventura;Lockheed Ventura;Lockheed Ventura;Lockheed Ventura;Lockheed Ventura;Lockheed Ventura;;;;;X
MODEL_BRA_16_2;Lockheed Harpoon;Lockheed Harpoon;Lockheed Harpoon;Lockheed Harpoon;Lockheed Harpoon;Lockheed Harpoon;;;;;X
MODEL_BRA_18_1;Douglas C-47 Skytrain;Douglas C-47 Skytrain;Douglas C-47 Skytrain;Douglas C-47 Skytrain;Douglas C-47 Skytrain;Douglas C-47 Skytrain;;;;;X
MODEL_BRA_21_0;Minas Gerais-class;Minas Gerais-class;Classe Minas Gerais;Minas Gerais-class;Minas Gerais-Klasse;Minas Gerais-Klasse;;;;;x
MODEL_BRA_22_0;Bahia-class;Bahia-class;Classe Bahia;Bahia-class;Bahia-Klasse;Bahia-Klasse;;;;;x
MODEL_BRA_25_0;Maranhao-class;Maranhao-class;Classe Maranhao;Maranhao-class;Maranhao-Klasse;Maranhao-Klasse;;;;;x
MODEL_BRA_25_1;Marcilio Dias-class;Marcilio Dias-class;Classe Marcilio Dias;Marcilio Dias-class;Marcilio Dias-Klasse;Marcilio Dias-Klasse;;;;;x
