#  STRING NAME (do not change!);English;French;Italian;Spanish;German;Polish;Portugese;Russian;;Extra2;X
#  ****************************************************************************************************;;;;;;;;;;;X
##;;;;;;;;;;;X
#  Technology System Techs below here..;;;;;;;;;;;X
##;;;;;;;;;;;X
##;;;;;;;;;;;X
RT_SEAMANSHIP;Seamanship;Matelotage;Arte della navigazione;Náutica;Seemannskunst;¯eglarstwo;;;;;X
RT_PILOTING;Piloting;Pilotage;Pilotaggio;Pilotaje;Flugkunst;Pilota¿;;;;;X
RT_SUBMARINE_TACTICS;Submarine Tactics;Tact. sous-marin;Tattica sottomarina;Tácticas submarinas;Unterseeboottaktiken;Taktyka okrêtów podwodnych;;;;;x
RT_CARRIER_TACTICS;Carrier Tactics;Tact. porte-avions;Tattica portaerei;Tácticas de portaaviones;Trägertaktiken;Taktyka lotniskowców;;;;;x
##;;;;;;;;;;;X
TECH_CAT_INFANTRY;Infantry;Infanterie;Fanteria;Infantería;Infanterie;Piechota;;;;;X
TECH_CAT_AIRBORNE;Airborne;Aéroporté;Forze aerotrasportate;Aerotransportada;Fallschirmjäger;Desant powietrzny;;;;;X
TECH_CAT_MARINES;Marines;Infanterie de marine;Marine;Inf. de marina;Marineinfanterie;Piechota morska;;;;;X
TECH_CAT_MOUNTAIN;Mountain;Montagne;Alpini;Inf. de montaña;Gebirgsjäger;Strzelcy górscy;;;;;X
TECH_CAT_CAVALRY;Cavalry;Cavalerie;Cavalleria;Caballería;Kavallerie;Kawaleria;;;;;X
TECH_CAT_SUPPLY;Supply;Approvisionnement;Rifornimenti;Suministros;Versorgung;Zaopatrzenie;;;;;X
TECH_CAT_MOTORIZED;Motorized;Motorisé;Motorizzata;Motorizadas;Motorisierte;Zmotoryzowane;;;;;X
TECH_CAT_MECHANIZED;Mechanized;Mécanisé;Meccanizzata;Mecanizadas;Mechanisierte;Zmechanizowane;;;;;X
TECH_CAT_MANUFACTURING;Manufacturing;Fabrication;Produzione;Fabricación;Herstellung;Wytwarzanie;;;;;X
TECH_CAT_ROCKETRY;Rocketry;Fuséonautique;Missilistica;Técnica de cohetes;Raketen;Technologia rakietowa;;;;;X
TECH_CAT_AGRICULTURE;Agriculture;Agriculture;Agricoltura;Agricultura;Landwirtschaft;Rolnictwo;;;;;X
TECH_CAT_RRWARNING;Radar Warning;Avertissement radar;Allarme radar;Aviso de radar;Radarwarnung;Ostrzeganie radarowe;;;;;X
TECH_CAT_CRYPTOGRAPHY;Cryptography;Cryptographie;Crittografia;Criptografía;Kryptographie;Kryptografia;;;;;X
TECH_CAT_SYNTHETICOIL;Synthetic Oil;Carburant de synthèse;Petrolio sintetico;Combustible sintético;Synthetisches Öl;Paliwo syntetyczne;;;;;X
TECH_CAT_NUCLEAR;Nuclear;Nucléaire;Nucleare;Nuclear;Nuklear;Technika j¹drowa;;;;;X
TECH_CAT_BOMBERS;Bombers;Bombardiers;Bombardieri;Bombarderos;Bomber;Bombowce;;;;;X
TECH_CAT_TACTBOMBERS;Tactical Bombers;Bombard. tactiques;Bombardieri tattici;Bombarderos tácticos;Taktischer Bomber;Bombowce taktyczne;;;;;X
TECH_CAT_STRATBOMBERS;Strategic Bombers;Bombard. strat.;Bombardieri strategici;Bombarderos estratég.;Strategischer Bomber;Bombowce strat.;;;;;X
TECH_CAT_CAS;Close Air Support;Bombard. en piqué;Supporto aereo ravv.;Apoyo  Proximidad;Sturzkampfbomber;Bezp. wsparcie z pow.;;;;;X
TECH_CAT_NAVBOMBERS;Naval Bombers;Bombardiers navals;Bombardieri navali;Bombarderos navales;Marinebomber;Bombowce okrêtowe;;;;;X
TECH_CAT_AIRTRANSP;Air Transports;Transports aériens;Trasporti aerei;Transportes aéreos;Lufttransporter;Samoloty transportowe;;;;;X
TECH_CAT_FIGHTERS;Early Fighters;Premiers chasseurs;Caccia rudimentali;Cazas tempranos;Jäger;Wczesne myœliwce;;;;;X
TECH_CAT_INTERCEPTORS;Interceptors;Intercepteurs;Intercettori;Interceptores;Abfangjäger;Myœliwce przechw.;;;;;X
TECH_CAT_ESCFIGHTERS;Escort Fighters;Chasseurs d’escorte;Caccia di scorta;Cazas de escolta;Begleitjäger;Myœliwce eskortuj¹ce;;;;;X
TECH_CAT_MULTIFIGHTERS;Fighters;Chasseurs;Caccia;Cazas;Mehrzweckjäger;Myœliwce;;;;;X
TECH_CAT_LIGHTTANKS;Light Tanks;Chars légers;Carri leggeri;Tanques ligeros;Leichte Panzer;Lekkie czo³gi;;;;;X
TECH_CAT_TANKDESTROYERS;Tank Destroyers;Chasseurs de chars;Distruttori di carri;Cazacarros;Jagdpanzer;Niszczyciele czo³gów;;;;;X
TECH_CAT_ANTITANKART;Anti-Tank Artillery;Artillerie antichars;Artiglieria anti-carro;Artillería anticarro;Panzerabwehrartillerie;Artyleria przeciwpanc.;;;;;X
TECH_CAT_FIELDART;Field Artillery;Art. de campagne;Artiglieria da campo;Artillería de campaña;Feldartillerie;Artyleria polowa;;;;;X
TECH_CAT_MEDIUMTANKS;Medium Tanks;Chars moyens;Carri medi;Tanques medios;Mittelschwere Panzer;Œrednie czo³gi;;;;;X
TECH_CAT_SELFPROPART;Self-Propelled Artillery;Artillerie AM;Artiglieria a propulsione;Artillería autopropulsada;Artillerie auf Sfl.;Artyleria samobie¿na;;;;;X
TECH_CAT_SELFPROPRA;SP Rocket Artillery;Lance-roquettes AM;Lanciamissili a propulsione;Art. lanzacohetes APr;Raketenart. auf Sfl.;Rakietowa art. samob.;;;;;X
TECH_CAT_ROCKETART;Rocket Artillery;Lance-roquettes;Lanciamissili;Artillería lanzacohetes;Raketenartillerie;Artyleria rakietowa;;;;;X
TECH_CAT_HEAVYTANKS;Heavy Tanks;Chars lourds;Carri pesanti;Tanques pesados;Schwere Panzer;Ciê¿kie czo³gi;;;;;X
TECH_CAT_ANTIAIR;Static Anti-Air;Batterie DCA statique;Contraerea statica;Antiaéreos fijos;Statische Flugabwehr;Baterie przeciwlotn.;;;;;X
TECH_CAT_ANTIAIRBRIG;Anti-Air Brigades;Brigades DCA;Brigate contraerea;Brigadas antiaéreas;Flak-Brigade;Brygady przeciwlotn.;;;;;X
TECH_CAT_ARMOUREDCAR;Armoured Cars;Véhicules blindés;Vetture corazzate;Vehículos blindados;Panzerspähwagen;Pojazdy pancerne;;;;;X
TECH_CAT_LIGHTCRUISERS;Light Cruisers;Croiseurs légers;Incrociatori leggeri;Cruceros ligeros;Leichte Kreuzer;Lekkie kr¹¿owniki;;;;;x
TECH_CAT_BATTLECRUISERS;Battlecruisers;Croiseurs CC;Incrociatori;Cruceros de batalla;Schlachtkreuzer;Kr¹¿owniki liniowe;;;;;x
TECH_CAT_HEAVYCRUISERS;Heavy Cruisers;Croiseurs lourds;Incrociatori pesanti;Cruceros pesados;Schwere Kreuzer;Ciê¿kie kr¹¿owniki;;;;;x
TECH_CAT_AIRCARRIERS;Aircraft Carriers;Portes-avions;Portaerei;Portaaviones;Flugzeugträger;Lotniskowce;;;;;x
TECH_CAT_DESTROYERS;Destroyers;Destroyers;Cacciatorpedinieri;Destructores;Zerstörer;Niszczyciele;;;;;x
TECH_CAT_SUBMARINES;Submarines;Sous-marins;Sottomarini;Submarinos;U-Boote;Okrêty podwodne;;;;;x
TECH_CAT_BATTLESHIPS;Battleships;Cuirassés;Corazzate;Acorazados;Schlachtschiffe;Pancerniki;;;;;x
##;;;;;;;;;;;x
##;;;;;;;;;;;X
TECH_INFANTRY_NAME;Infantry;Infanterie;Fanteria;Infantería;Infanterie;Piechota;;;;;X
TECH_INFANTRY_DESC;This field of research allows a nation to develop weapons and materials for its infantry personnel. It includes hand-held weapons and special equipment allowing the construction of Marines and Paratroops. But perhaps most importantly, this field of research will allow the development of proper field engineering equipment and improved logistics and command systems. This field is vital  if you want good infantry, paras and marines.;Ce domaine de recherche permet à une nation de mettre au point des armes et des équipements destinés à l'infanterie. Il s'agit notamment d'armes de poing et d'équipements spéciaux qui permettent d'entraîner des unités d'assaut amphibie et des parachutistes. Plus important encore, ce domaine de recherche mène à la mise au point de nouvelles techniques pour le génie, la logistique et les systèmes de commandement. Les recherches sur l'infanterie sont cruciales pour toutes les nations engagées dans la guerre.;Questo campo di ricerca permette a una nazione di sviluppare armi e materiali per le sue truppe di fanteria. Sono incluse armi a mano ed equipaggiamenti speciali, che consentono la produzione di marine e paracadutisti. Forse però la cosa più importante è che questo campo di ricerca permette lo sviluppo di un equipaggiamento di ingegneria da campo adeguato e sistemi logistici e di comando migliorati. Questo settore risulta fondamentale per disporre di una buona fanteria, oltre che di paracadutisti e marine esperti.;Este campo de investigación permite a una nación desarrollar armas y materiales para su personal de infantería. Incluye armas portátiles y equipo especial que permite la creación de marines y paracaidistas. Pero tal vez lo más importante es que este campo de investigación posibilitará desarrollar un equipo de ingenieros adecuado, una logística mejorada y sistemas de mando. Este campo resulta fundamental si quieres una buena infantería, paracaidistas y marines.;Dieses Forschungsfeld erlaubt die Entwicklung von Waffen und Material für die Infanterie. Es umfasst Handfeuerwaffen und Spezialausrüstung, welche die Aufstellung von Marineinfanterie- und Fallschirmjägereinheiten ermöglichen. Ganz besonders aber erlaubt dieses Forschungsgebiet die Entwicklung guter Pioniere und verbesserter Logistik- und Befehlssysteme. Dies ist ein immens wichtiges Feld, wenn Sie eine gute Infanterie, Fallschirmjäger und Marineinfanterie aufbauen wollen.;Ta ga³¹Ÿ rozwoju pozwala narodowi na rozwiniêcie broni i materia³ów dla piechoty. W ich sk³ad wchodzi uzbrojenie rêczne oraz sprzêt specjalny, pozwalaj¹cy na tworzenie piechoty morskiej i spadochroniarzy. Najwa¿niejsze jednak jest to, i¿ ga³¹Ÿ ta pozwala rozwijaæ odpowiedni sprzêt in¿ynieryjny, logistykê oraz system dowodzenia. To pole jest istotne, jeœli chcesz dysponowaæ dobr¹ piechot¹, spadochroniarzami i piechot¹ morsk¹.;;;;;X
TECH_APP_INFANTRY_1_NAME;Great War Infantry Division;Division d’infanterie de la Grande Guerre;Divisione di fanteria della Grande Guerra;División de infantería de la Gran Guerra;Vorkriegs-Infanteriedivision;Dywizja piechoty z I wojny œw.;;;;;X
TECH_APP_INFANTRY_1_DESC;;;;;;;;;;;X
TECH_CMP_INFANTRY_1_1_NAME;Elder Service Rifle;Premier fusil militaire;Fucile di servizio rudimentale;Fusil de servicio antiguo;Älteres Dienstgewehr;Wczesny karabin;;;;;X
TECH_CMP_INFANTRY_1_2_NAME;Infantry Gun 37mm;Fusil d’infanterie 37mm;Cannone da fanteria 37mm;Cañón de infantería de 37 mm;Infanteriegeschütz 37mm;Dzia³o piechoty 37mm;;;;;X
TECH_CMP_INFANTRY_1_3_NAME;Basic Signal Command System;Système de commandement avec signal I;Sistema di segnalazione di comando di base;Sistema básico de señales de mando;Einfaches Signalbefehlssystem;Podstawowy system sygna³ów dowodzenia;;;;;X
TECH_CMP_INFANTRY_1_4_NAME;Grenades and Mines;Grenades et Mines;Granate e mine;Granadas y minas;Granaten und Minen;Granaty i miny;;;;;X
TECH_CMP_INFANTRY_1_5_NAME;Mass Assault Training;Entraînement assaut massif;Addestramento assalto di gruppo;Instrucción para asalto en masa;Training für Massensturmangriff;Trening zmasowanego ataku;;;;;X
TECH_APP_INFANTRY_2_NAME;Early Infantry Division;Première division d’infanterie ;Divisione di fanteria rudimentale;División de infantería temprana;Frühe Infanteriedivision;Wczesna dywizja piechoty;;;;;X
TECH_APP_INFANTRY_2_DESC;;;;;;;;;;;X
TECH_CMP_INFANTRY_2_1_NAME;Service Rifle;Fusil militaire;Fucile di servizio;Fusil de servicio;Dienstgewehr;Karabin;;;;;X
TECH_CMP_INFANTRY_2_2_NAME;Infantry Gun 50mm;Fusil d’infanterie 50mm;Cannone da fanteria 50mm;Cañón de infantería de 50 mm;Infanteriegeschütz 50mm;Dzia³o piechoty 50mm;;;;;X
TECH_CMP_INFANTRY_2_3_NAME;Basic Long-Range Recon Battalion;Bataillon de reconnaissance I à long rayon d’action;Battaglione da ricognizione a lungo raggio di base;Batallón básico de reconocimiento de largo alcance;Einfaches Langstreckenaufklärungsbatallion;Podstawowy batalion dalekiego zwiadu;;;;;X
TECH_CMP_INFANTRY_2_4_NAME;Light Mortar 50mm;Mortier léger 50mm;Mortaio leggero da 50 mm;Mortero ligero de 50 mm;Leichter Mörser 50mm;Lekki moŸdzierz 50mm;;;;;X
TECH_CMP_INFANTRY_2_5_NAME;Small Combat Unit Training;Entraînement petite unité de combat;Addestramento unità da combattimento piccola;Instrucción de unidad de combate pequeña;Training mit kleinen Gefechtseinheiten;Trening ma³ych jednostek bojowych;;;;;X
TECH_APP_INFANTRY_3_NAME;Basic Infantry Division;Division d’infanterie I;Divisione di fanteria di base;División de infantería básica;Einfache Infanteriedivision;Podstawowa dywizja piechoty;;;;;X
TECH_APP_INFANTRY_3_DESC;;;;;;;;;;;X
TECH_CMP_INFANTRY_3_1_NAME;Basic Submachinegun;Mitraillette I;Fucile mitragliatore di base;Subfusil básico;Einfache Maschinenpistole;Podstawowy karabinek maszynowy;;;;;X
TECH_CMP_INFANTRY_3_2_NAME;Infantry Gun 75mm;Fusil d’infanterie 75mm;Cannone da fanteria 75mm;Cañón de infantería de 75 mm;Infanteriegeschütz 75mm;Dzia³o piechoty 75mm;;;;;X
TECH_CMP_INFANTRY_3_3_NAME;Basic Signal Interception and Jamming;Interception signal I et brouillage;Intercettazione e disturbo segnale di base;Captación e interferencia básicas de señales ;Einfaches Signalabfangen und Stören;Podstawowe przechwytywanie i zag³uszanie;;;;;X
TECH_CMP_INFANTRY_3_4_NAME;Medium Mortar 81mm;Mortier moyen 81mm;Mortaio medio da 81 mm;Mortero medio de 81 mm;Mittlerer Mörser 81mm;Œredni moŸdzierz 81mm;;;;;X
TECH_CMP_INFANTRY_3_5_NAME;Specialist Support Training;Entraînement spécialisé d’appui;Addestramento specialista supporto;Instrucción de apoyo especializada;Training mit Spezialistenunterstützung;Trening specjalistycznego wsparcia;;;;;X
TECH_APP_INFANTRY_4_NAME;Improved Infantry Division;Division d’infanterie II;Divisione di fanteria potenziata;División de infantería mejorada;Verbesserte Infanteriedivision;Ulepszona dywizja piechoty;;;;;X
TECH_APP_INFANTRY_4_DESC;;;;;;;;;;;X
TECH_CMP_INFANTRY_4_1_NAME;Improved Submachinegun;Mitraillette II ;Fucile mitragliatore potenziato;Subfusil mejorado;Verbesserte Maschinenpistole;Ulepszony karabinek maszynowy;;;;;X
TECH_CMP_INFANTRY_4_2_NAME;Infantry Gun 105mm;Fusil d’infanterie 105mm;Cannone da fanteria 105mm;Cañón de infantería de 105 mm;Infanteriegeschütz 105mm;Dzia³o piechoty 105mm;;;;;X
TECH_CMP_INFANTRY_4_3_NAME;Improved Signal Command System;Système de commandement avec signal II;Sistema di segnalazione di comando potenziato;Sistema mejorado de señales de mando;Verbessertes Signalbefehlssystem;Ulepszony system sygna³ów dowodzenia;;;;;X
TECH_CMP_INFANTRY_4_4_NAME;Heavy Mortar 120mm;Mortier lourd 120mm;Mortaio pesante da 120 mm;Mortero pesado de 120 mm;Schwerer Mörser 120mm;Ciê¿ki moŸdzierz 120mm;;;;;X
TECH_CMP_INFANTRY_4_5_NAME;Combined Arms Initiative Training;Entraînement esprit d’initiative armées combinées;Addestramento introduttivo armi combinate;Instrucción en iniciativa de armamento combinado;Initiativetraining mit kombinierten Waffengattungen;Inicjowany trening wspólny wojsk;;;;;X
TECH_APP_INFANTRY_5_NAME;Advanced Infantry Division;Division d’infanterie III;Divisione di fanteria avanzata;División de infantería avanzada;Fortschrittliche Infanteriedivision;Zaawansowana dywizja piechoty;;;;;X
TECH_APP_INFANTRY_5_DESC;;;;;;;;;;;X
TECH_CMP_INFANTRY_5_1_NAME;Basic Assault Rifle;Fusil d’assaut I;Fucile d'assalto di base;Fusil de asalto básico;Einfaches Sturmgewehr;Podstawowy karabin automatyczny;;;;;X
TECH_CMP_INFANTRY_5_2_NAME;Infantry Gun 150mm;Fusil d’infanterie 150mm;Cannone da fanteria 150 mm;Cañón de infantería de 150 mm;Infanteriegeschütz 150mm;Dzia³o piechoty 150mm;;;;;X
TECH_CMP_INFANTRY_5_3_NAME;Improved Long-Range Recon Battalion;Bataillon de reconnaissance II à long rayon d’action;Battaglione da ricognizione a lungo raggio potenziato;Batallón mejorado de reconocimiento de largo alcance;Verbessertes Langstreckenaufklärungsbatallion;Ulepszony batalion dalekiego zwiadu;;;;;X
TECH_CMP_INFANTRY_5_4_NAME;Tube-launched Rocket;Roquette tirée de tube;Razzo con lanciatore;Cohete de tubo lanzacohetes;Rohrrakete;Rurowa wyrzutnia rakiet;;;;;X
TECH_CMP_INFANTRY_5_5_NAME;Task Force Training;Entraînement contingent;Addestramento task force;Instrucción de fuerza operativa;Kampfgruppentraining;Szkolenie si³ zbrojnych;;;;;X
TECH_APP_INFANTRY_6_NAME;Semi-Modern Infantry Division;Division d’infanterie semi-moderne;Divisione di fanteria semi-moderna;División de infantería semimoderna;Halbmoderne Infanteriedivision;Powojenna dywizja piechoty;;;;;X
TECH_APP_INFANTRY_6_DESC;;;;;;;;;;;X
TECH_CMP_INFANTRY_6_1_NAME;Improved Assault Rifle;Fusil d’assaut II;Fucile d'assalto potenziato;Fusil de asalto mejorado;Verbessertes Sturmgewehr;Ulepszony karabin automatyczny;;;;;X
TECH_CMP_INFANTRY_6_2_NAME;Infantry Gun 120mm Quick-Fire;Fusil d’infanterie 120mm à obturation par la douille;Cannone da fanteria 120 mm a fuoco rapido;Cañón de infantería de 120 mm y de tiro rápido;Schnellfeuerinfanteriegeschütz 120mm;Szybkostrzelne dzia³o piechoty 120mm;;;;;X
TECH_CMP_INFANTRY_6_3_NAME;Improved Signal Interception and Jamming;Interception signal II et brouillage;Intercettazione e disturbo segnale potenziato;Captación e interferencia mejoradas de señales ;Verbessertes Signalabfangen und Stören;Ulepszone przechwytywanie i zag³uszanie ;;;;;X
TECH_CMP_INFANTRY_6_4_NAME;AT Recoilless Rocket Launcher;Lance-roquettes AT sans recul;Lanciarazzi AT senza rinculo;Lanzacohetes anticarro sin retroceso;Rückstoßfreier PAW-Raketenwerfer;Bezodrzutowa wyrzutnia rakiet ppanc;;;;;X
TECH_CMP_INFANTRY_6_5_NAME;Integrated Combined Arms Training;Entraînement armées combinées intégré;Addestramento integrato armi combinate;Instrucción en armamento combinado integrado;Training mit integrierten kombinierten Waffengattungen;Zaplanowany trening wspólny wojsk;;;;;X
TECH_APP_INFANTRY_7_NAME;Early Airborne Division;Première division aéroportée;Divisione aerotrasportata a dispiegamento rapido;División aerotransportada temprana;Frühe Fallschirmjägerdivision;Wczesna dywizja powietrznodesantowa;;;;;X
TECH_APP_INFANTRY_7_DESC;;;;;;;;;;;X
TECH_CMP_INFANTRY_7_1_NAME;Basic Submachinegun;Mitraillette I;Fucile mitragliatore di base;Subfusil básico;Einfache Maschinenpistole;Podstawowy karabinek maszynowy;;;;;X
TECH_CMP_INFANTRY_7_2_NAME;Light Mortar 50mm;Mortier léger 50mm;Mortaio leggero da 50 mm;Mortero ligero de 50 mm;Leichter Mörser 50mm;Lekki moŸdzierz 50mm;;;;;X
TECH_CMP_INFANTRY_7_3_NAME;Jump Boots;Bottes de parachutistes;Stivali da salto;Botas de salto;Springstiefel;Buty do skoków;;;;;X
TECH_CMP_INFANTRY_7_4_NAME;Airborne Six-wheeled Truck;Camion aéroporté six roues;Camion a sei ruote aerotrasportato;Camión aerotransportado de seis ruedas;Sechsrädriger Luftlandelastkraftwagen;Szeœcioko³owa ciê¿arówka powietrznodesantowa;;;;;X
TECH_CMP_INFANTRY_7_5_NAME;Airborne Transport Training;Entraînement transport aéroporté;Addestramento aerotrasporto;Instrucción en aerotransporte;Lufttransporttraining;Szkolenie transportu powietrznodesantowego;;;;;X
TECH_APP_INFANTRY_8_NAME;Basic Airborne Division;Division aéroportée I;Divisione aerotrasportata di base;División aerotransportada básica;Einfache Fallschirmjägerdivision;Podstawowa dywizja powietrznodesantowa;;;;;X
TECH_APP_INFANTRY_8_DESC;;;;;;;;;;;X
TECH_CMP_INFANTRY_8_1_NAME;Improved Submachinegun;Mitraillette II ;Fucile mitragliatore potenziato;Subfusil mejorado;Verbesserte Maschinenpistole;Ulepszony karabinek maszynowy;;;;;X
TECH_CMP_INFANTRY_8_2_NAME;Medium Mortar 81mm;Mortier moyen 81mm;Mortaio medio da 81 mm;Mortero medio de 81 mm;Mittlerer Mörser 81mm;Œredni moŸdzierz 81mm;;;;;X
TECH_CMP_INFANTRY_8_3_NAME;Basic Gliders;Planeurs I;Alianti di base;Planeadores básicos;Einfache Gleiter;Podstawowy szybowiec;;;;;X
TECH_CMP_INFANTRY_8_4_NAME;Airborne Halftrack;Semi-chenilles aéroporté;Cingolato aerotrasportato;Semioruga aerotransportada;Luftlandehalbkettenfahrzeug;Powietrznodesantowy pojazd pó³g¹sienicowy;;;;;X
TECH_CMP_INFANTRY_8_5_NAME;Airborne Drop Training;Entraînement parachutage aéroporté;Addestramento lancio aerotrasportato;Instrucción en lanzamiento paracaidista;Sprungtraining;Trening zrzutu spadochronowego;;;;;X
TECH_APP_INFANTRY_9_NAME;Improved Airborne Division;Division aéroportée II;Divisione aerotrasportata potenziata;División aerotransportada mejorada;Verbesserte Fallschirmjägerdivision;Ulepszona dywizja powietrznodesantowa;;;;;X
TECH_APP_INFANTRY_9_DESC;;;;;;;;;;;X
TECH_CMP_INFANTRY_9_1_NAME;Basic Assault Rifle;Fusil d’assaut I;Fucile d'assalto di base;Fusil de asalto básico;Einfaches Sturmgewehr;Podstawowy karabin automatyczny;;;;;X
TECH_CMP_INFANTRY_9_2_NAME;Mountain Gun 75mm;Canon de montagne 75mm;Cannone da montagna da 75mm;Cañón de montaña de 75 mm;Gebirgsgeschütz 75mm;Górskie dzia³o 75mm;;;;;X
TECH_CMP_INFANTRY_9_3_NAME;Airborne Small Unit Drop Pods;Pods parachutage petites unités aéroportées;Capsule da lancio unità aerotrasportata piccola;Cápsulas de lanzamiento de unidad aerotransportada pequeña;Abwurfbehälter für Kleinverbände;Ma³e zasobniki spadochronowe;;;;;X
TECH_CMP_INFANTRY_9_4_NAME;Airborne Light Tank;Char léger aéroporté;Carro leggero aerotrasportato;Tanque ligero aerotransportado;Leichter Luftlandepanzer;Powietrznodesantowy czo³g lekki;;;;;X
TECH_CMP_INFANTRY_9_5_NAME;Airborne Glider Training;Entraînement planeur aéroporté;Addestramento aliante aerotrasportato;Instrucción en planeadores;Training mit Luftlandegleitern;Trening szybowcowy;;;;;X
TECH_APP_INFANTRY_10_NAME;Advanced Airborne Division;Division aéroportée III;Divisione aerotrasportata avanzata;División aerotransportada avanzada;Fortschrittliche Fallschirmjägerdivision;Zaawansowana dywizja powietrznodesantowa;;;;;X
TECH_APP_INFANTRY_10_DESC;;;;;;;;;;;X
