#,
# Reworked by Aregorn for HSR2_DD,
#,
#,
#  STRING NAME (do not change!);English;French;Italian;Spanish;German;Polish;Portugese;Russian;;Extra2;X,
#  ****************************************************************************************************;;;;;;;;;;;X,
##;;;;;;;;;;;X,
#  Technology System Techs below here, ..;;;;;;;;;;;X
##;;;;;;;;;;;X,
##;;;;;;;;;;;X,
RT_NAVAL_TRAINING;Naval Training;Entraînement naval;;Instrucción naval;Marineübung;Trening okrêtowy;;;;;X
RT_AIRCRAFT_TESTING;Aircraft Testing;Essais appareils;;Pruebas de aviación;Flugzeugtest;Oblatywanie;;;;;X
RT_FIGHTER_TACTICS;Fighter Tactics;Tact. chasseurs;;Tácticas de cazas;Jägertaktiken;Taktyka myœliwców;;;;;X
RT_BOMBER_TACTICS;Bomber Tactics;Tact. bombardiers;;Tácticas de bombarderos;Bombertaktiken;Taktyka bombowców;;;;;X
RT_LARGE_TASKFORCE_TACTICS;Large Taskforce Tactics;Tact. gros contingents;;Tácticas de fuerza operativa grande;Große Kampfgruppen-Taktiken ;Taktyka du¿ych si³ zbrojnych;;;;;X
RT_SMALL_TASKFORCE_TACTICS;Small Taskforce Tactics;Tact. petits contingents;;Tácticas de fuerza operativa pequeña;Kleine Kampfgruppen-Taktiken;Taktyka ma³ych si³ zbrojnych;;;;;X
RT_SEAMANSHIP;Seamanship;Matelotage;;Náutica;Seemannschaft;¯eglarstwo;;;;;X
RT_PILOTING;Piloting;Pilotage;;Pilotaje;Flugmannschaft;Pilota¿;;;;;X
RT_SUBMARINE_TACTICS;Submarine Tactics;Tact. sous-marin;;Tácticas submarinas;U-Boot-Taktiken;Taktyka okrêtów podwodnych;;;;;x
RT_CARRIER_TACTICS;Carrier Tactics;Tact. porte-avions;;Tácticas de portaaviones;Flugzeugträger-Taktiken;Taktyka lotniskowców;;;;;x
##;;;;;;;;;;;X
TECH_CAT_INFANTRY;Infantry;Infanterie;;Infantería;Infanterie;Piechota;;;;;X
TECH_CAT_AIRBORNE;Airborne;Aéroporté;;Aerotransportada;Fallschirmjäger;Desant powietrzny;;;;;X
TECH_CAT_MARINES;Marines;Infanterie de marine;;Inf. de marina;Marineinfanterie;Piechota morska;;;;;X
TECH_CAT_MOUNTAIN;Mountain;Montagne;;Inf. de montaña;Gebirgsjäger;Strzelcy górscy;;;;;X
TECH_CAT_CAVALRY;Cavalry;Cavalerie;;Caballería;Kavallerie;Kawaleria;;;;;X
TECH_CAT_SUPPLY;Supply;Approvisionnement;;Suministros;Versorgung;Zaopatrzenie;;;;;X
TECH_CAT_MOTORIZED;Motorized;Motorisé;;Motorizadas;Motorisierte;Zmotoryzowane;;;;;X
TECH_CAT_MECHANIZED;Mechanized;Mécanisé;;Mecanizadas;Mechanisierte;Zmechanizowane;;;;;X
TECH_CAT_MILITIA;Militia;Mécanisé;;Mecanizadas;Mechanisierte;Zmechanizowane;;;;;X
TECH_CAT_ASSLTDIV;Assault Division;Mécanisé;;Mecanizadas;Mechanisierte;Zmechanizowane;;;;;X
TECH_CAT_FEMALE;Female Mobilization;Mécanisé;;Mecanizadas;Mechanisierte;Zmechanizowane;;;;;X
TECH_CAT_COMMANDO;Commandos;Mécanisé;;Mecanizadas;Mechanisierte;Zmechanizowane;;;;;X
TECH_CAT_GUERILLA;Guerillas;Mécanisé;;Mecanizadas;Mechanisierte;Zmechanizowane;;;;;X
TECH_CAT_VARIOUS;Various;Mécanisé;;Mecanizadas;Mechanisierte;Zmechanizowane;;;;;X
TECH_CAT_MARCMDOS;Marine Commandos;Mécanisé;;Mecanizadas;Mechanisierte;Zmechanizowane;;;;;X
TECH_CAT_HIGHLANDERS;Scottish;Mécanisé;;Mecanizadas;Mechanisierte;Zmechanizowane;;;;;X
TECH_CAT_USMARINES;US Marines;Mécanisé;;Mecanizadas;Mechanisierte;Zmechanizowane;;;;;X
TECH_CAT_FINNSWISS;Special Winter;Mécanisé;;Mecanizadas;Mechanisierte;Zmechanizowane;;;;;X
TECH_CAT_GARRISON;Garrison Troops;Mécanisé;;Mecanizadas;Mechanisierte;Zmechanizowane;;;;;X
TECH_CAT_GUIDANCE;Troop Guidance;Mécanisé;;Mecanizadas;Mechanisierte;Zmechanizowane;;;;;X
TECH_CAT_MILPOLICE;Military Police;Mécanisé;;Mecanizadas;Mechanisierte;Zmechanizowane;;;;;X
TECH_CAT_ARMYSUBST;Army Substance;Mécanisé;;Mecanizadas;Mechanisierte;Zmechanizowane;;;;;X
TECH_CAT_MANUFACTURING;Manufacturing;Fabrication;;Fabricación;Herstellung;Wytwarzanie;;;;;X
TECH_CAT_ROCKETRY;Rocketry;Fuséonautique;;Técnica de cohetes;Raketen;Technologia rakietowa;;;;;X
TECH_CAT_AGRICULTURE;Agriculture;Agriculture;;Agricultura;Landwirtschaft;Rolnictwo;;;;;X
TECH_CAT_RRWARNING;Radar Warning;Avertissement radar;;Aviso de radar;Radarwarnung;Ostrzeganie radarowe;;;;;X
TECH_CAT_CRYPTOGRAPHY;Cryptography;Cryptographie;;Criptografía;Kryptographie;Kryptografia;;;;;X
TECH_CAT_SYNTHETICOIL;Synthetic Oil;Huile synthétique;;Combustible sintético;Synthetisches Öl;Paliwo syntetyczne;;;;;X
TECH_CAT_NUCLEAR;Nuclear;Nucléaire;;Nuclear;Nuklear;Technika j¹drowa;;;;;X
TECH_CAT_ROBOTICS;Industry Robots;Nucléaire;;Nuclear;Nuklear;Technika j¹drowa;;;;;X
TECH_CAT_INDFOCUS;Focus on;Nucléaire;;Nuclear;Nuklear;Technika j¹drowa;;;;;X
TECH_CAT_INDLISTEN;Listen to;Nucléaire;;Nuclear;Nuklear;Technika j¹drowa;;;;;X
TECH_CAT_RECYCLING;Recycling;Nucléaire;;Nuclear;Nuklear;Technika j¹drowa;;;;;X
TECH_CAT_MILSCIENCE;Military Science;Nucléaire;;Nuclear;Nuklear;Technika j¹drowa;;;;;X
TECH_CAT_PROTECTION;Protection;Nucléaire;;Nuclear;Nuklear;Technika j¹drowa;;;;;X
TECH_CAT_BOMBERS;Bombers;Bombardiers;;Bombarderos;Bomber;Bombowce;;;;;X
TECH_CAT_RECON;Air Recon;Bombardiers;;Bombarderos;Bomber;Bombowce;;;;;X
TECH_CAT_GLIDERS;Gliders;Bombardiers;;Bombarderos;Bomber;Bombowce;;;;;X
TECH_CAT_ANTISUB;ASW Aircraft;Bombardiers;;Bombarderos;Bomber;Bombowce;;;;;X
TECH_CAT_HELICOPTER;Helicopters;Bombardiers;;Bombarderos;Bomber;Bombowce;;;;;X
TECH_CAT_TURBOREQ;Turbojet Enabling;Bombardiers;;Bombarderos;Bomber;Bombowce;;;;;X
TECH_CAT_TACTBOMBERS;Tactical Bombers;Bombard. tactiques;;Bombarderos tácticos;Taktischer Bomber;Bombowce taktyczne;;;;;X
TECH_CAT_STRATBOMBERS;Strategic Bombers;Bombard. strat.;;Bombarderos estratégicos;Strategischer Bomber;Bombowce strat.;;;;;X
TECH_CAT_CAS;Close Air Support;Bombard. en piqué;;Apoyo aéreo de proximidad;Sturzkampfbomber;Bezp. wsparcie z pow.;;;;;X
TECH_CAT_NAVBOMBERS;Naval Bombers;Bombardiers navals;;Bombarderos navales;Marinebomber;Bombowce okrêtowe;;;;;X
TECH_CAT_AIRTRANSP;Air Transports;Transports aériens;;Transportes aéreos;Lufttransporter;Samoloty transportowe;;;;;X
TECH_CAT_FIGHTERS;Early Fighters;Premiers chasseurs;;Cazas tempranos;Jäger;Wczesne myœliwce;;;;;X
TECH_CAT_INTERCEPTORS;Interceptors;Intercepteurs;;Interceptores;Abfangjäger;Myœliwce przechw.;;;;;X
TECH_CAT_ESCFIGHTERS;Heavy Fighters;Chasseurs d’escorte;;Cazas de escolta;Begleitjäger;Myœliwce eskortuj¹ce;;;;;X
TECH_CAT_MULTIFIGHTERS;Fighters;Chasseurs;;Cazas;Mehrzweckjäger;Myœliwce;;;;;X
TECH_CAT_LIGHTTANKS;Light Tanks;Chars légers;;Tanques ligeros;Leichter Panzer ;Lekkie czo³gi;;;;;X
TECH_CAT_TANKDESTROYERS;Tank Destroyers;Chasseurs de chars;;Cazacarros;Jagdpanzer;Niszczyciele czo³gów;;;;;X
TECH_CAT_ANTITANKART;Anti-Tank Artillery;Artillerie antichars;;Artillería anticarro;Panzerabwehrartillerie;Artyleria przeciwpanc.;;;;;X
TECH_CAT_FIELDART;Field Artillery;Art. de campagne;;Artillería de campaña;Feldartillerie;Artyleria polowa;;;;;X
TECH_CAT_MEDIUMTANKS;Medium Tanks;Chars moyens;;Tanques medios;Mittelschwerer Panzer;Œrednie czo³gi;;;;;X
TECH_CAT_SELFPROPART;Self-Propelled Artillery;Artillerie AM;;Artillería autopropulsada;SA Artillerie;Artyleria samobie¿na;;;;;X
TECH_CAT_SELFPROPRA;Elite Corps;Art. de missiles AM;;Artillería lanzacohetes APr;SA Raketenartillerie;Rakietowa art. samob.;;;;;X
TECH_CAT_ROCKETART;Rocket Artillery;Art. missile;;Artillería lanzacohetes;Raketenartillerie;Artyleria rakietowa;;;;;X
TECH_CAT_ARTDIV;Artillery Division;Art. missile;;Artillería lanzacohetes;Raketenartillerie;Artyleria rakietowa;;;;;X
TECH_CAT_RARTDIV;Rocket Art Division;Art. missile;;Artillería lanzacohetes;Raketenartillerie;Artyleria rakietowa;;;;;X
TECH_CAT_ASSLTGUN;Assault Guns;Art. missile;;Artillería lanzacohetes;Raketenartillerie;Artyleria rakietowa;;;;;X
TECH_CAT_HVYART;Heaviest Artillery;Art. missile;;Artillería lanzacohetes;Raketenartillerie;Artyleria rakietowa;;;;;X
TECH_CAT_HEAVYTANKS;Heavy Tanks;Chars lourds;;Tanques pesados;Schwerer Panzer;Ciê¿kie czo³gi;;;;;X
TECH_CAT_SHVYTANKS;Super Heavy Tanks;Chars lourds;;Tanques pesados;Schwerer Panzer;Ciê¿kie czo³gi;;;;;X
TECH_CAT_ANTIAIR;Static Anti-Air;Batterie DCA statique;;Antiaéreos fijos;Statische Luftabwehr;Baterie przeciwlotn.;;;;;X
TECH_CAT_ANTIAIRBRIG;Mobile Anti-Air;Brigades DCA;;Brigadas antiaéreas;Flak-Brigade;Brygady przeciwlotn.;;;;;X
TECH_CAT_armouredcar;Light Tank Brigades;Véhicules blindés;;Vehículos blindados;Panzerwagen;Pojazdy pancerne;;;;;X
TECH_CAT_ARMRECON;Armored Recon;Véhicules blindés;;Vehículos blindados;Panzerwagen;Pojazdy pancerne;;;;;X
TECH_CAT_LIGHTCRUISERS;Light Cruisers;Croiseurs légers;;Cruceros ligeros;Leichter Kreuzer (CL);Lekkie kr¹¿owniki;;;;;x
TECH_CAT_BATTLECRUISERS;Battlecruisers;Croiseurs CC;;Cruceros de batalla;Schlachtkreuzer (BC);Kr¹¿owniki liniowe;;;;;x
TECH_CAT_HEAVYCRUISERS;Heavy Cruisers;Croiseurs lourds;;Cruceros pesados;Schwerer Kreuzer (CA);Ciê¿kie kr¹¿owniki;;;;;x
TECH_CAT_AIRCARRIERS;Aircraft Carriers;Portes-avions;;Portaaviones;Flugzeugträger (CV);Lotniskowce;;;;;x
TECH_CAT_DESTROYERS;Destroyers;Destroyers;;Destructores;Zerstörer (DD);Niszczyciele;;;;;x
TECH_CAT_SUBMARINES;Submarines;Sous-marins;;Submarinos;U-Boot (SS);Okrêty podwodne;;;;;x
TECH_CAT_BATTLESHIPS;Battleships;Cuirassés;;Acorazados;Schlachtschiff (BB);Pancerniki;;;;;x
TECH_CAT_TORPEDOBOAT;Fast Torpedoboats;Cuirassés;;Acorazados;Schlachtschiff (BB);Pancerniki;;;;;x
TECH_CAT_SONAR;Sonar;Cuirassés;;Acorazados;Schlachtschiff (BB);Pancerniki;;;;;x
TECH_CAT_TRSPSUB;Transportsubs;Cuirassés;;Acorazados;Schlachtschiff (BB);Pancerniki;;;;;x
TECH_CAT_MINISUBS;Minisubs;Cuirassés;;Acorazados;Schlachtschiff (BB);Pancerniki;;;;;x
TECH_CAT_TRANSPORT;Transports;Cuirassés;;Acorazados;Schlachtschiff (BB);Pancerniki;;;;;x
TECH_CAT_NAVESCORT;Convoy Escorts;Cuirassés;;Acorazados;Schlachtschiff (BB);Pancerniki;;;;;x
TECH_CAT_SEAMINES;Seamines;Cuirassés;;Acorazados;Schlachtschiff (BB);Pancerniki;;;;;x
TECH_CAT_SCREENPLANE;Ground Effect Vehicle;Cuirassés;;Acorazados;Schlachtschiff (BB);Pancerniki;;;;;x
TECH_CAT_LANDDOCT;Main Land Doctrine;Cuirassés;;Acorazados;Schlachtschiff (BB);Pancerniki;;;;;x
TECH_CAT_MEDICINE;Medicine;Cuirassés;;Acorazados;Schlachtschiff (BB);Pancerniki;;;;;x
TECH_CAT_GUERILLAWF;Guerilla Warfare;Cuirassés;;Acorazados;Schlachtschiff (BB);Pancerniki;;;;;x
TECH_CAT_PROPAGANDA;Propaganda;Cuirassés;;Acorazados;Schlachtschiff (BB);Pancerniki;;;;;x
TECH_CAT_IDEOLOGY;Ideological Orientation;Cuirassés;;Acorazados;Schlachtschiff (BB);Pancerniki;;;;;x
TECH_CAT_ANTIPARTISAN;Anti Guerilla Measures;Cuirassés;;Acorazados;Schlachtschiff (BB);Pancerniki;;;;;x
TECH_CAT_POPTREATMENT;Occupied Population;Cuirassés;;Acorazados;Schlachtschiff (BB);Pancerniki;;;;;x
TECH_CAT_IMPERIALISM;Imperialistic Attitude;Cuirassés;;Acorazados;Schlachtschiff (BB);Pancerniki;;;;;x
TECH_CAT_MAINDECISIONS;Main Decisions;Cuirassés;;Acorazados;Schlachtschiff (BB);Pancerniki;;;;;x
TECH_CAT_POLICE;Police Work;Cuirassés;;Acorazados;Schlachtschiff (BB);Pancerniki;;;;;x
TECH_CAT_EMERGSETTINGS;Emergency Settings;Cuirassés;;Acorazados;Schlachtschiff (BB);Pancerniki;;;;;x
TECH_CAT_SPECOPS;Special Operations;Cuirassés;;Acorazados;Schlachtschiff (BB);Pancerniki;;;;;x
TECH_CAT_SHOCKTRPS;Fast Assault Forces;Cuirassés;;Acorazados;Schlachtschiff (BB);Pancerniki;;;;;x
TECH_CAT_BASICDOCTRINE;Basic Doctrine;Cuirassés;;Acorazados;Schlachtschiff (BB);Pancerniki;;;;;x
TECH_CAT_BATTLETACTICS;Battle Tactics;Cuirassés;;Acorazados;Schlachtschiff (BB);Pancerniki;;;;;x
TECH_CAT_NAVORG;Organisation;Cuirassés;;Acorazados;Schlachtschiff (BB);Pancerniki;;;;;x
TECH_CAT_SUBTACTICS;Submarine Tactics;Cuirassés;;Acorazados;Schlachtschiff (BB);Pancerniki;;;;;x
TECH_CAT_CARRIERTAC;Carrier Tactics;Cuirassés;;Acorazados;Schlachtschiff (BB);Pancerniki;;;;;x
TECH_CAT_CONVOYATT;Convoy Attack;Cuirassés;;Acorazados;Schlachtschiff (BB);Pancerniki;;;;;x
TECH_CAT_CONVOYDEF;Convoy Defense;Cuirassés;;Acorazados;Schlachtschiff (BB);Pancerniki;;;;;x
TECH_CAT_LEARNFEN;Learning From Enemy Data;Cuirassés;;Acorazados;Schlachtschiff (BB);Pancerniki;;;;;x
TECH_CAT_LFESUBS;Submarine Tactics;Cuirassés;;Acorazados;Schlachtschiff (BB);Pancerniki;;;;;x
TECH_CAT_LFEDEST;Destroyer Tactics;Cuirassés;;Acorazados;Schlachtschiff (BB);Pancerniki;;;;;x
TECH_CAT_LFECARR;Carrier Tactics;Cuirassés;;Acorazados;Schlachtschiff (BB);Pancerniki;;;;;x
TECH_CAT_LFEBATT;Battleship Tactics;Cuirassés;;Acorazados;Schlachtschiff (BB);Pancerniki;;;;;x
TECH_CAT_NAVCOUNTINT;Navy Counter Intelligence;Cuirassés;;Acorazados;Schlachtschiff (BB);Pancerniki;;;;;x
TECH_CAT_NCISUBS;Submarine Operations;Cuirassés;;Acorazados;Schlachtschiff (BB);Pancerniki;;;;;x
TECH_CAT_NCISURF;Surface Operations;Cuirassés;;Acorazados;Schlachtschiff (BB);Pancerniki;;;;;x
TECH_CAT_NAVLOG;Naval Logistics;Cuirassés;;Acorazados;Schlachtschiff (BB);Pancerniki;;;;;x
TECH_CAT_NUCFLEET;Nuclear Battlefleet;Cuirassés;;Acorazados;Schlachtschiff (BB);Pancerniki;;;;;x
TECH_CAT_NAVSPECRES;Special Research;Cuirassés;;Acorazados;Schlachtschiff (BB);Pancerniki;;;;;x
TECH_CAT_NAVFOCUS;Focus on;Cuirassés;;Acorazados;Schlachtschiff (BB);Pancerniki;;;;;x
TECH_CAT_NAVAIR;Navy Air;Cuirassés;;Acorazados;Schlachtschiff (BB);Pancerniki;;;;;x
TECH_CAT_AMPHIB;Amphibious Ops;Cuirassés;;Acorazados;Schlachtschiff (BB);Pancerniki;;;;;x
TECH_CAT_FIGHTERSOFF;Fighters Offensive;Cuirassés;;Acorazados;Schlachtschiff (BB);Pancerniki;;;;;x
TECH_CAT_FIGHTERSDEF;Fighters Defensive;Cuirassés;;Acorazados;Schlachtschiff (BB);Pancerniki;;;;;x
TECH_CAT_NIGHTFIGHT;Night Attacks;Cuirassés;;Acorazados;Schlachtschiff (BB);Pancerniki;;;;;x
TECH_CAT_JETBOMBERS;Jet Bombers;Cuirassés;;Acorazados;Schlachtschiff (BB);Pancerniki;;;;;x
TECH_CAT_JETFIGHTERS;Jet Fighters;Cuirassés;;Acorazados;Schlachtschiff (BB);Pancerniki;;;;;x
TECH_CAT_STEALTHBOMBERS;Stealth Bombers;Cuirassés;;Acorazados;Schlachtschiff (BB);Pancerniki;;;;;x
TECH_CAT_STEALTHFIGHTERS;Stealth Fighters;Cuirassés;;Acorazados;Schlachtschiff (BB);Pancerniki;;;;;x
TECH_CAT_SECRETWEAPONS;Secret Weapons;Cuirassés;;Acorazados;Schlachtschiff (BB);Pancerniki;;;;;x
TECH_CAT_GENDOC;General Focus;Cuirassés;;Acorazados;Schlachtschiff (BB);Pancerniki;;;;;x
TECH_CAT_COORDN;Joint Efforts;Cuirassés;;Acorazados;Schlachtschiff (BB);Pancerniki;;;;;x
TECH_CAT_ANTIAD;Counter Airdefense;Cuirassés;;Acorazados;Schlachtschiff (BB);Pancerniki;;;;;x
TECH_CAT_BOMBFOCUS;Bombing Focus;Cuirassés;;Acorazados;Schlachtschiff (BB);Pancerniki;;;;;x
TECH_CAT_AIRLANDING;Airlanding Support;Cuirassés;;Acorazados;Schlachtschiff (BB);Pancerniki;;;;;x
TECH_CAT_LIGHTCARRIER;Light Carriers;Porte-avions léger;Portaerei Leggere;Portaaviones ligeros;Geleitträger;Lekkie lotniskowce;;;;;X
TECH_CAT_MATERIALS;Material Science;Sciences de la matière;Scienza dei Materiali;Ciencia de materiales;Materialwissenschaft;Nauki o materia³ach ;;;;;X,,,,,,,,,,,,,,,
;;;;;;;;;;;x,,,,,,,,,,,,,,,
##;;;;;;;;;;;X,,,,,,,,,,,,,,,
TECH_INFANTRY_NAME;Infantry;Infanterie;Ricerca fanteria;Infantería;Infanterie;Piechota;;;;;X,,,,,,,,,,,,,,,
TECH_INFANTRY_DESC;This field of research allows a nation to develop weapons and materials for its infantry personnel. It includes hand-held weapons and special equipment allowing the construction of Marines and Paratroops. But perhaps most importantly, this field of research will allow the development of proper field engineering equipment and improved logistics and command systems. This field is vital  if you want good infantry, paras and marines.;Ce domaine de recherche permet à une nation de mettre au point des armes et des équipements destinés à l'infanterie. Il s'agit notamment d'armes de poing et d'équipements spéciaux qui permettent d'entraîner des unités d'assaut amphibie et des parachutistes. Plus important encore, ce domaine de recherche mène à la mise au point de nouvelles techniques pour le génie, la logistique et les systèmes de commandement. Les recherches sur l'infanterie sont cruciales pour toutes les nations engagées dans la guerre.;Questo campo di ricerca permette a una nazione di sviluppare armi e materiali per le sue truppe di fanteria. Sono incluse armi a mano ed equipaggiamenti speciali, che consentono la produzione di marine e paracadutisti. Forse però la cosa più importante è che questo campo di ricerca permette lo sviluppo di un equipaggiamento di ingegneria da campo adeguato e sistemi logistici e di comando migliorati. Questo settore risulta fondamentale per qualsiasi nazione coinvolta nella guerra.;Este campo de investigación permite a una nación desarrollar armas y materiales para su personal de infantería. Incluye armas portátiles y equipo especial que permite la creación de marines y paracaidistas. Pero tal vez lo más importante es que este campo de investigación posibilitará desarrollar un equipo de ingenieros adecuado, una logística mejorada y sistemas de mando. Este campo resulta fundamental si quieres una buena infantería, paracaidistas y marines.;Dieses Forschungsfeld erlaubt die Entwicklung von Waffen und Material für die Infanterie. Es umfasst Handfeuerwaffen und Spezialausrüstung, welche die Aufstellung von Marineinfanterie- und Fallschirmjägereinheiten ermöglichen. Ganz besonders aber erlaubt dieses Forschungsgebiet die Entwicklung guter Pioniere und verbesserter Logistik- und Befehlssysteme. Dies ist ein immens wichtiges Feld, wenn Sie eine gute Infanterie, Fallschirmjäger und Marineinfanterie aufbauen wollen.;Ta ga³¹Ÿ rozwoju pozwala narodowi na rozwiniêcie broni i materia³ów dla piechoty. W ich sk³ad wchodzi uzbrojenie rêczne oraz sprzêt specjalny, pozwalaj¹cy na tworzenie piechoty morskiej i spadochroniarzy. Najwa¿niejsze jednak jest to, i¿ ga³¹Ÿ ta pozwala rozwijaæ odpowiedni sprzêt in¿ynieryjny, logistykê oraz system dowodzenia. To pole jest istotne, jeœli chcesz dysponowaæ dobr¹ piechot¹, spadochroniarzami i piechot¹ morsk¹.;;;;;X
TECH_APP_INFANTRY_1_NAME;Great War Infantry Division;Division d’infanterie de la Grande Guerre;;División de infantería de la Gran Guerra;Vorkriegs Infanteriedivision;Dywizja piechoty z I wojny œw.;;;;;X,,,,,,,,,,,,,,,
TECH_APP_INFANTRY_1_DESC;;;;;;;;;;;X,,,,,,,,,,,,,,,
TECH_CMP_INFANTRY_1_1_NAME;Elder Service Rifle;Premier fusil militaire;;Fusil de servicio antiguo;Älteres Dienstgewehr;Wczesny karabin;;;;;X,,,,,,,,,,,,,,,
TECH_CMP_INFANTRY_1_2_NAME;Infantry Gun 37mm;Fusil d’infanterie 37mm;;Cañón de infantería de 37 mm;Infanteriegeschütz 37mm;Dzia³o piechoty 37mm;;;;;X,,,,,,,,,,,,,,,
TECH_CMP_INFANTRY_1_3_NAME;Basic Signal Command System;Système de commandement avec signal I;;Sistema básico de señales de mando;Einfaches Signalbefehlssystem;Podstawowy system sygna³ów dowodzenia;;;;;X,,,,,,,,,,,,,,,
TECH_CMP_INFANTRY_1_4_NAME;Grenades and Mines;Grenades et Mines;;Granadas y minas;Granaten und Minen;Granaty i miny;;;;;X,,,,,,,,,,,,,,,
TECH_CMP_INFANTRY_1_5_NAME;Mass Assault Training;Entraînement assaut massif;;Instrucción para asalto en masa;Massensturmangriffs-Übung;Trening zmasowanego ataku;;;;;X,,,,,,,,,,,,,,,
TECH_APP_INFANTRY_2_NAME;Early Infantry Division;Première division d’infanterie ;;División de infantería temprana;Frühe Infanteriedivision;Wczesna dywizja piechoty;;;;;X,,,,,,,,,,,,,,,
TECH_APP_INFANTRY_2_DESC;;;;;;;;;;;X,,,,,,,,,,,,,,,
TECH_CMP_INFANTRY_2_1_NAME;Service Rifle;Fusil militaire;;Fusil de servicio;Dienstgewehr;Karabin;;;;;X,,,,,,,,,,,,,,,
TECH_CMP_INFANTRY_2_2_NAME;Infantry Gun 50mm;Fusil d’infanterie 50mm;;Cañón de infantería de 50 mm;Infanteriegeschütz 50mm;Dzia³o piechoty 50mm;;;;;X,,,,,,,,,,,,,,,
TECH_CMP_INFANTRY_2_3_NAME;Basic Long-Range Recon Battalion;Bataillon de reconnaissance I à long rayon d’action;;Batallón básico de reconocimiento de largo alcance;Einfaches Langstrecken-Aufklärungsbatallion;Podstawowy batalion dalekiego zwiadu;;;;;X
TECH_CMP_INFANTRY_2_4_NAME;Light Mortar 50mm;Mortier léger 50mm;;Mortero ligero de 50 mm;Leichter Mörser 50mm;Lekki moŸdzierz 50mm;;;;;X
TECH_CMP_INFANTRY_2_5_NAME;Small Combat Unit Training;Entraînement petite unité de combat;;Instrucción de unidad de combate pequeña;Übung kleiner Gefechtseinheiten;Trening ma³ych jednostek bojowych;;;;;X
TECH_APP_INFANTRY_3_NAME;Basic Infantry Division;Division d’infanterie I;;División de infantería básica;Einfache Infanteriedivision;Podstawowa dywizja piechoty;;;;;X
