y;English;French;Italian;Spanish;German;Polish;Portugese;Russian;;Extra2;X
TUTORIAL_DESC_1;A brief presentation of the world of war you are about to enter;Brève présentation d’un monde en guerre dans lequel vous vous apprêtez à entrer :;Una breve presentazione della Guerra Mondiale che stai per cominciare;Una breve exposición del mundo bélico en el que estás a punto de entrar;Eine kurze Beschreibung der vom Krieg gebeutelten Welt, in die wir Sie jetzt führen werden;Ogólna prezentacja œwiata gry;;;;;X
TUTORIAL_DESC_2;Learn to conduct diplomacy and national politics;Apprenez à utiliser la diplomatie et à participer à la politique de votre pays;Impara a gestire la diplomazia e la politica nazionale;Aprende a dirigir la diplomacia y la política nacional;Diplomatie und nationale Politik;Naucz siê prowadziæ politykê wewnêtrzn¹ i zagraniczn¹;;;;;X
TUTORIAL_DESC_3;Learn to direct a nation’s industrial capacity;Apprenez à gérer les points de production d’un pays;Impara a dirigere la produttività industriale di una nazione;Aprende a gestionar la capacidad industrial de un país;Einsatz der industriellen Ressourcen eines Landes;Naucz siê zarz¹dzaæ potêg¹ przemys³ow¹ swojego pañstwa;;;;;X
TUTORIAL_DESC_4;Learn to develop new technologies and doctrines;Apprenez à développer de nouvelles doctrines et technologies;Impara a sviluppare nuove tecnologie e dottrine;Aprende a desarrollar nuevas tecnologías y doctrinas;Entwicklung neuer Technologien und Doktrinen;Naucz siê rozwijaæ nowe technologie i doktryny walki.;;;;;X
TUTORIAL_DESC_5;Learn the basics of waging war in Hearts of Iron II;Apprenez les techniques de guerre élémentaires de Hearts of Iron II;Impara i principi base della guerra in Hearts of Iron 2;Aprende los fundamentos de la guerra en Hearts of Iron II;Grundlagen der Kriegsführung in Hearts of Iron II;Poznaj podstawy prowadzenia wojny w Hearts of Iron II;;;;;X
TUTORIAL_DESC_6;A look at the advanced options when waging war;Consultation des options avancées des techniques de guerre;Uno sguardo alle opzioni di guerra avanzate;Un vistazo a las opciones avanzadas al librar una guerra;Ein Blick auf die Optionen für Fortgeschrittene;Poznaj niuanse prowadzenia wojen.;;;;;X
TUTORIAL_BATTLESCENARIOS;For now, I only want to learn about warfare;Pour l’instant, j’aimerais simplement découvrir l’art de la guerre;Per ora, voglio imparare solo qualcosa sulla guerra;De momento sólo quiero saber sobre la guerra;Im Moment möchte ich nur etwas über die Kriegsführung lernen;Na razie wystarcz¹ mi zasady prowadzenia wojny.;;;;;X
##;;;;;;;;;;;X
FETUTORIAL_1;Overview & Interface;Interface;Interfaccia;Interfaz;Überblick & Interface;Interfejs;;;;;X
FETUTORIAL_2;Diplomacy and Government;Diplomatie et gouvernement;Diplomazia e Governo;Diplomacia y gobierno;Diplomatie und die Regierung;Dyplomacja i rz¹d;;;;;X
FETUTORIAL_3;Production;Production;Produzione;Producción;Produktion ;Produkcja;;;;;X
FETUTORIAL_4;Research;Recherche;Ricerca;Investigación;Forschung;Badania;;;;;X
FETUTORIAL_5;Basic Warfare;Conduite élémentaire de la guerre;Guerra di base;Guerra básica;Grundlagen der Kriegsführung;Podstawy walki;;;;;X
FETUTORIAL_6;Advanced Warfare;Conduite avancée de la guerre;Guerra avanzata;Guerra avanzada;Kriegsführung f. Fortgeschrittene;Zaawansowana walka;;;;;X
FETUTORIAL_7;BACK TO MAIN;RETOUR AU MENU PRINCIPAL;MENU PRINCIPALE;VOLVER AL PRINCIPAL;ZURÜCK ZUM HAUPTMENÜ;Powrót do g³ównego menu;;;;;X
##;;;;;;;;;;;X
############## TUTORIAL ##################;;;;;;;;;;;X
##;;;;;;;;;;;X
#  Tutorial Chapter 1;;;;;;;;;;;X
TUTORIAL_1_A1_NAME;Welcome to the Tutorial;Bienvenue sur ce Didacticiel;Benvenuto nel tutorial;Bienvenido al tutorial.;Willkommen zum Tutorial;Witaj w samouczku;;;;;X
TUTORIAL_1_A1_DESC;In this first chapter of the tutorial we will take a short guided tour and look at what Hearts of Iron II has to offer, and we will learn how to navigate the basic interface. To advance the tutorial, simply follow the instructions in the text. When an Enter-key sign is shown either click it or press enter on your keyboard to advance the tutorial. You can exit the tutorial at any time by pressing the ESC key on your keyboard.;Ce premier chapitre du didacticiel vous propose une courte visite guidée, et vous présente tout ce que Hearts of Iron II a à vous offrir. Vous y apprendrez également à vous déplacer, ou naviguer, dans l’interface de base. Pour passer à l’étape suivante du didacticiel, il suffit de suivre les instructions. Quand le symbole de la touche Entrée apparaît, cliquez sur celui-ci ou appuyez sur cette touche avec votre clavier pour faire avancer le didacticiel. Vous pouvez le quitter à tout moment en appuyant sur la touche Echap de votre clavier.;Nel primo capitolo del tutorial faremo un piccolo tour guidato per scoprire ciò che Hearts of Iron 2 ha da offrire e impareremo a navigare nell’interfaccia di base. Per proseguire nel tutorial, basta seguire le istruzioni contenute nel testo. Quando appare il simbolo del tasto Invio cliccaci sopra oppure premi Invio sulla tastiera. Puoi uscire dal tutorial in qualsiasi momento premendo Esc.;En este primer capítulo del mismo realizaremos un pequeño 'tour', veremos lo que ofrece Hearts of Iron II y también aprenderemos cómo movernos por la interfaz básica. Para avanzar en el tutorial sólo tienes que seguir las instrucciones del texto. Cuando aparece un signo de tecla 'Intro', haz clic en él o pulsa el 'Intro' del teclado para proseguir. Puedes salir del tutorial en cualquier momento si pulsa la tecla 'ESC' del teclado.;Im ersten Kapitel in diesem Tutorial werden wir Sie über die wichtigsten Funktionen von Hearts of Iron II informieren und darüber, wie die grundlegende Benutzeroberfläche, das 'Interface', bedient wird. Um weiterzublättern folgen Sie einfach den Anweisungen im Text. Wenn das Eingabe-Tastenzeichen angezeigt wird, dann klicken Sie entweder darauf oder auf die Eingabetaste auf Ihrer Tastatur. Um die Einführung zu beenden, klicken Sie bitte auf die ESC-Taste Ihrer Tastatur.;W pierwszym rozdziale samouczka poka¿emy Ci, co ma do zaoferowania gra Hearts of Iron II i nauczymy podstaw interfejsu. Aby przejœæ ten etap nauki, pod¹¿aj za wskazówkami na ekranie. Je¿eli zobaczysz znaczek Enter na monitorze, mo¿esz przejœæ dalej klikaj¹c na niego LPM, lub naciskaj¹c ‘Enter’ na klawiaturze. Mo¿esz zawsze opuœciæ samouczek za pomoc¹ klawisza ‘Esc’.;;;;;X
TUTORIAL_1_A2_NAME;The main map View;Affichage de la carte principale;Visualizzazione della mappa principale;La vista del mapa principal;Hauptkarte ansehen;Mapa g³ówna;;;;;X
TUTORIAL_1_A2_DESC;This is the Main Map screen. This is where you will spend most of your time in the game. Here is where the action will take place when all your grand-scale plans are carried out. The core component in the game is the World Map, divided in thousands of provinces, over which the world will fight. In these provinces hide factories and fortifications, airbases and rocket launch sites. Look at the soldiers on the map... these are the ones you'll soon be sending into battle.;Voici l’écran de Carte principale. C’est ici que vous passerez le plus de temps pendant vos parties. La majorité de l’action s’y déroule quand vous mettez à exécution vos plans planétaires. Les principaux composants du jeu sont : la Carte du monde, divisée en milliers de provinces, pour lesquelles le monde entier se bat. Dans ces provinces se cachent des usines et des fortifications, des bases aériennes et des sites de lancement de missiles. Regardez les soldats sur la carte…ce sont eux que vous enverrez bientôt au combat.;Questa è la schermata della mappa principale. Qui passerai la maggior parte del tuo tempo durante il gioco. È qui che si svolgerà l’azione durante l’esecuzione di piani su vasta scala. La componente principale del gioco è la Mappa del mondo, suddivisa in migliaia di province, per il possesso delle quali le nazioni del mondo si scontreranno. Nelle province si trovano fabbriche e fortificazioni, basi aeree e basi di lancio per razzi. Guarda i soldati sulla mappa... ben presto li manderai in battaglia.;Ésta es la pantalla del mapa principal. Aquí es donde pasarás la mayor parte del tiempo de juego. Es donde tendrá lugar la acción cuando se desarrollen todos tus planes a gran escala. El componente central del juego es el mapa del mundo, dividido en miles de provincias, sobre el que se produce la contienda. En esas provincias se ocultan fábricas y fortalezas, bases aéreas y centros de lanzamiento de cohetes. Mira los soldados del mapa... son los que no tardarás en enviar a la batalla.;Das ist der Hauptkartenbildschirm des Spiels. Hier werden Sie die meiste Zeit verbringen. Hier findet auch die Action statt, wenn Ihre strategischen Pläne umgesetzt werden. Die Kernkomponente des Spiels ist die Weltkarte, die in Tausende von Provinzen unterteilt wurde, um die hier gekämpft wird. In diesen Provinzen verstecken sich Fabriken und Befestigungen, Luftstützpunkte und Raketenabschussrampen. Schauen Sie sich einmal die Soldaten auf der Karte an... das ist Ihre Armee, die Sie schon bald in den Kampf schicken werden;To jest ekran g³ównej mapy. Przed nim spêdzisz wiêkszoœæ czasu w Hearts of Iron II. Tu bêdzie mia³a miejsce g³ówna akcja gry, tu wcielisz w czyn swoje plany. Mapa jest podzielona na tysi¹ce prowincji, o które bêdziesz toczy³ walkê. To w nich zbudowane s¹ fabryki, umocnienia, poligony i pasy startowe. Zwróæ uwagê na ¿o³nierzy na mapie, to oni bêd¹ prowadziæ Twoj¹ wojnê.;;;;;X
TUTORIAL_1_A3_NAME;Date/pause-button and menu button;Bouton de date/pause et menu.;Pulsante Data/Pausa e pulsante Menu;Botón de fecha/pausa y botón de menú;Schaltfläche Datum/Pause und Menü;Przyciski daty, pauzy i menu.;;;;;X
TUTORIAL_1_A3_DESC;Here you find the date/pause button. It is essential for you to learn to control the pace of the game using this. Playing in accelerated real-time, decisions that took hours or even days in history will have to be made by you in seconds. Pausing the game frequently and changing the time setting (by right-clicking the button) will give you some time to think and issue your orders. You can also pause and unpause the game by pressing the <pause> key on your keyboard, and change the speed by pressing Ctrl and the +/- keys of your numerical keypad. The menu button is used to access the in-game menu which lets you save the game, change settings or surrender.;Voici le bouton de date/pause. Grâce à un temps réel ‘accéléré’, des décisions qui auraient normalement pris des heures, voire des journées entières sur le cours de l’histoire, peuvent être prises en quelques secondes. En faisant régulièrement des pauses pendant le jeu, et en modifiant les paramètres de temps (cliquez avec le bouton droit de la souris sur le bouton), vous pouvez prendre le temps de réfléchir, avant de donner vos ordres. Il est en outre possible de faire des pauses, puis de reprendre en appuyant sur la touche <pause> de votre clavier, et de modifier la vitesse du jeu en appuyant sur les touches Ctrl et +/- de votre pavé numérique. Le bouton de menu sert à accéder au menu du jeu, qui vous permet de sauvegarder vos parties, de modifier vos paramètres ou de vous rendre.;Qui troverai il pulsante Data/Pausa. È fondamentale imparare a controllare il ritmo di gioco utilizzando questo pulsante. Giocando con un tempo reale accelerato, dovrai prendere, nel giro di pochi secondi, decisioni che nel corso della storia richiesero ore o persino giorni. Mettendo il gioco in pausa di frequente e modificando l’impostazione del tempo (cliccando sul pulsante con il destro) potrai guadagnare un po’ di tempo per pensare e impartire gli ordini. È anche possibile attivare e disattivare la funzione di pausa premendo il tasto Pausa sulla tastiera, mentre si può modificare la velocità premendo Ctrl insieme ai tasti +/- sul tastierino numerico. Il pulsante Menu serve per accedere al menu di gestione del gioco con il quale potrai salvare, cambiare le impostazioni o arrenderti.;Aquí encontrarás el botón de fecha/pausa. Es esencial que aprendas a controlar el ritmo del juego mediante su uso. Jugar en tiempo real acelerado hará que llevar a cabo decisiones de horas o incluso días en la historia sólo te lleven segundos. Pausar el juego a menudo y cambiar el ajuste de tiempo (mediante clic derecho sobre el botón) te proporcionará algún tiempo para pensar y dar tus órdenes. También puedes detener y reanudar la partida si pulsas la tecla 'Pause' del teclado y cambiar la velocidad mediante Ctrl y las teclas +/- del teclado numérico. El botón de menú se usa para acceder al menú interno del juego, que te permitirá guardar la partida, cambiar la configuración o rendirte.;Das hier ist die Datums-/Pausentaste. Damit können Sie das Tempo des Spiels bestimmen. In der beschleunigten Echtzeit müssen Entscheidungen, die in der Geschichte Stunden oder sogar Tage gebraucht haben, bis sie gereift sind, von Ihnen in nur wenigen Sekunden getroffen werden. Wenn Sie das Spiel öfter unterbrechen und die Zeiteinstellung ändern (rechte Maustaste), dann können Sie in Ruhe nachdenken und Ihre Befehle erteilen. Das Spiel kann mit der Schaltfläche <Pause> unterbrochen/weitergespielt werden. Das Tempo regeln Sie über Strg. und die +/- Tasten auf dem Zahlenblock Ihrer Tastatur. Über die Menütaste greifen Sie auf das Spiel-Menü zu, in dem Sie das Spiel speichern, die Einstellungen ändern, oder kapitulieren können.;Tu znajduj¹ siê przyciski zatrzymania i zwolnienia up³ywu czasu. Kontrolowanie tempa gry jest spraw¹ kluczow¹. Wszystkie wydarzenia zachodz¹ w przyspieszonym czasie i dlatego bêdziesz mia³ tylko kilka sekund na podjêcie decyzji. Czêste zatrzymywanie gry i zwalnianie jej szybkoœci mo¿e daæ Ci trochê cennego czasu na przemyœlenie i wydanie rozkazów. Up³yw czasu kontrolowaæ mo¿esz za pomoc¹ klawiatury lub myszy, zatrzymuj¹c bieg czasu klawiszem ‘Pause’ lub klikniêciem LPM na przycisk, a tempo jego up³ywu zmieniaj¹c za pomoc¹ przyciœniêcia klawisza ‘Ctrl’ i skorzystania z klawiszy ‘+’ i ‘-’ na klawiaturze numerycznej lub klikniêciem PPM na przycisk. Przycisk g³ównego menu daje Ci dostêp do opcji zapisu, odczytu stanu gry, zmiany ustawieñ i kapitulacji.;;;;;X
TUTORIAL_1_A4_NAME;The sidebar;L’encadré;La barra laterale;La caja lateral;Die seitliche Menüleiste;Boczny pasek menu;;;;;X
TUTORIAL_1_A4_DESC;This is where your provinces and army units are viewed and managed. And when battles take place, here is where you can follow the details. Constructing province improvements, reorganizing your armies, loading men onto transport ships and paratroopers onto transport planes - it's all done in the sidebar. Feel free to click around. You can, for instance, navigate between the Province view of Berlin, the Field Command views of the troops in Berlin, and the Division views for the divisions that make up the field commands in Berlin.;C’est ici que vous regardez, et gérez vos provinces et vos unités militaires. Quand des combats se déroulent, c’est ici que vous en voyez les détails. Améliorer progressivement des provinces, réorganiser vos armées, faire embarquer des soldats sur des cargos et des parachutistes dans des avions de transport – tout se fait par l ‘intermédiaire de l’encadré. N’hésitez pas à cliquer sur les éléments de votre choix avec la souris. Vous pouvez, par exemple, passer de l’affichage de la Province de Berlin, aux affichages Unités de combat des troupes à Berlin, en passant par les affichages Division pour regarder quelles divisions composent les unités de combat de Berlin.;Qui potrai visualizzare e gestire le tue province e le unità dell’esercito. Quando si svolge una battaglia, inoltre, potrai seguirne gli sviluppi. Costruire potenziamenti infrastrutturali nelle province, riorganizzare l’esercito, caricare uomini sulle navi e paracadutisti sugli aerei da trasporto, il tutto con la barra laterale. Puoi navigare, ad esempio, tra la visualizzazione della Provincia di Berlino, la visualizzazione del Contingente militare delle truppe di Berlino e quella della Divisione per osservare le divisioni che compongono le forze in campo a Berlino.;Aquí es donde pueden verse y gestionarse tus provincias y unidades del ejército. Y cuando se produce la batalla, aquí será donde podrás seguir los detalles. Desde la construcción de mejoras de la provincia a la reorganización de ejércitos y el embarque de tropas en barcos de transporte y de paracaidistas en aviones. Todo eso puede hacerse desde la caja lateral. Eres libre de ir pulsando por ahí. Por ejemplo, puedes navegar entre la vista de la provincia de Berlín, las de agrupación de campaña de las tropas en Berlín y las de división para las divisiones que componen las agrupaciones de campaña en Berlín.;Hier können Sie Ihre Provinzen und Armee-Einheiten einsehen und verwalten. Und beim Kampf werden hier die Details angezeigt. Den Aufbau der Provinzen verbessern, die Armee neu organisieren, Männer auf Transportschiffe und Fallschirmjäger auf Transportflugzeuge verladen - das alles passiert auf der seitlichen Menüleiste, probieren Sie es einfach einmal aus. So können Sie z.B. zwischen dem Provinz-Bildschirm von Berlin, der Feldkommando-Anzeige der Truppen in Berlin und den Anzeigen der Divisionen wechseln, die wiederum die Feldkommandos in Berlin ausmachen.;Tutaj mo¿esz przegl¹daæ i zarz¹dzaæ swoimi jednostkami i prowincjami. Je¿eli w³aœnie prowadzisz bitwê, tutaj dostêpne s¹ szczegó³owe informacje na jej temat. Rozbudowa prowincji, reorganizacja armii, ³adowanie wojsk na statki, spadochroniarzy do samolotów – to wszystko mo¿esz wykonaæ za pomoc¹ paska bocznego. Na przyk³ad mo¿esz prze³¹czyæ siê miêdzy szczegó³owym widokiem prowincji Berlin, oknem wydawania rozkazów ¿o³nierzom stacjonuj¹cym w prowincji i widokiem wojsk wype³niaj¹cych tutaj swoje rozkazy.;;;;;X
TUTORIAL_1_A5_NAME;The list buttons;Boutons de liste;I pulsanti elenco;Los botones de la lista;Listen-Schaltflächen ;Przyciski g³ówne;;;;;X
TUTORIAL_1_A5_DESC;The buttons on top of the sidebar provide lists and access to all your provinces, land-, air- and sea-units. You can list all active combats and all the divisions in your Force Pool, waiting to be sent into combat. Have a look and see what you find.;Les boutons en haut de l’encadré vous donnent des listes, et un accès à toutes vos provinces, unités terrestres, aériennes et navales. Vous pouvez faire la liste de tous les combats en cours, et de toutes les divisions de votre Réserve, qui attendent d’être envoyées sur le champ de bataille. Regardez!;I pulsanti sulla parte superiore della barra laterale forniscono l’elenco e l’accesso a tutte le tue province, unità aeree, navali e terrestri. Potrai creare un elenco di tutti i combattimenti in corso e tutte le divisioni delle forze militari disponibili in attesa di essere inviate in battaglia. Dai un’occhiata e vedi cosa puoi trovare.;Los botones sobre la caja lateral proporcionan listas y acceso a todas tus provincias y unidades de tierra, mar y aire. Puedes listar todos los combates activos y todas las divisiones que tengas en la reserva, a la espera de ser enviadas al combate. Echa un vistazo y examina lo que encuentres.;Die oberen Schaltflächen auf der seitl. Menüleiste bieten Listen und Zugriff auf all Ihre Provinzen, Land-, Luft- und Marineeinheiten. Hier können alle aktiven Kämpfe und die Divisionen in Ihrer Kampftruppe angezeigt werden, die nur darauf warten in den Kampf geschickt zu werden. Einfach einmal ausprobieren!;Przyciski na górze paska bocznego zapewniaj¹ dostêp do wszystkich Twoich prowincji i jednostek. Mo¿esz dziêki nim przejrzeæ wszystkie tocz¹ce siê bitwy, a tak¿e dywizje oczekuj¹ce w puli jednostek na rozmieszczenie. Popatrz i sam siê przekonaj, co mo¿esz tu znaleŸæ.;;;;;X
TUTORIAL_1_A6_NAME;The Mini-map;La mini carte;La minimappa;El minimapa;Die Minikarte;Minimapa;;;;;X
TUTORIAL_1_A6_DESC;The minimap is for navigating around the world quickly. To the right of it are buttons for zooming the main map in and out. You can also use the + or - keys on the numeric keypad of your keyboard to zoom in and out. Below are buttons for choosing the mapmode. Mapmodes show different aspects, both locally and globally. Feel free to try it out before continuing. Provinces shown in a darker tone are under fog-of-war, limiting the available information. Right-click on the minimap to make it show all your land, air or naval units.;La mini carte sert à parcourir le monde rapidement. Vous trouvez à sa droite des boutons qui vous permettent d’agrandir ou de diminuer la carte principale. Vous pouvez également vous servir des touches + ou – sur le pavé numérique de votre clavier pour agrandir ou réduire la carte. Les boutons qui apparaissent en dessous servent à choisir le type de carte. Les types de carte montrent différents aspects, locaux et globaux. N’hésitez pas à manipuler un peu cette fonction avant de continuer. Les provinces apparaissant plus sombres sont couvertes par un brouillard-de-guerre, ce qui limite la quantité de données disponibles. Cliquez avec le bouton droit de la souris sur la mini-carte pour qu’elle affiche toutes les unités terrestres, aériennes ou navales.;La minimappa serve per navigare velocemente intorno al mondo. Alla sua destra compaiono i pulsanti per ingrandire e rimpicciolire la visuale della mappa principale. Per regolare lo zoom puoi anche usare i tasti + o – sul tastierino numerico. Al di sotto, compaiono i pulsanti per selezionare le diverse modalità di visualizzazione della mappa. Queste mostrano diversi aspetti del territorio, a livello locale e globale. Prima di continuare, fai pure qualche tentativo. Le province di colore più scuro sono avvolte nella nebbia di guerra, che limita la disponibilità di informazioni su di esse. Cliccando con il pulsante destro sulla minimappa, visualizzerai tutte le tue unità aeree, navali e terrestri.;El minimapa es para navegar por el mundo con rapidez. A su derecha hay botones para ampliar o reducir el mapa principal. También puedes emplear las teclas + o - del teclado numérico para acercarte o alejarte. Debajo están los botones para elegir el modo de mapa. El modo de mapa muestra distintos aspectos, tanto locales como globales. Eres libre de probarlo antes de seguir. Las provincias que aparecen en un tono más oscuro están bajo la niebla de la guerra, lo que limita la información disponible. Haz clic derecho en el minimapa para hacer que muestre todas tus unidades terrestres, navales o aéreas. ;Die Minikarte dient dazu, sich schnell auf der Welt zurechtzufinden. Rechts davon gibt es Schaltflächen, mit denen die Hauptkarte vergrößert und verkleinert werden kann. Das geht auch über die + oder - Taste auf der numerischen Tastatur. Darunter gibt es Schaltflächen, mit denen der Kartenmodus eingestellt werden kann: verschiedene Ansichten, sowohl global, als auch lokal. Provinzen, die in einem dunkleren Ton angezeigt werden, befinden sich im Fog of War ('Nebel des Krieges') und Informationen stehen nur begrenzt zur Verfügung. Mit einem rechten Mausklick auf die Minikarte zeigen Sie all Ihre Land-, Luft- oder Marineeinheiten an.;Minimapa s³u¿y do szybkiego przemieszczania siê po mapie œwiata. Po jej prawej stronie znajduj¹ siê klawisze powiêkszania / pomniejszania g³ównej mapy (mo¿esz tak¿e u¿yæ klawiszy ‘+’ i ‘-’ na klawiaturze numerycznej). Za pomoc¹ le¿¹cych ni¿ej przycisków mo¿esz wybraæ tryb mapy, a tym samym przejrzeæ ró¿ne aspekty œwiata gry. Wypróbuj je przed przejœciem do dalszej czêœci samouczka. Prowincje wyœwietlone w kolorze ciemnoszarym s¹ ukryte za ‘mg³¹ wojny’ i nie masz dostêpu do pe³nych informacji o nich. Klikniêcie PPM  na minimapie wyœwietli wszystkie Twoje jednostki.;;;;;X
TUTORIAL_1_A7_NAME;The History log;La fenêtre de dialogue;Registro personale;El historial;Das Spielprotokoll;Dziennik wiadomoœci;;;;;X
